state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,excessive_drinking_raw_value,motor_vehicle_crash_deaths_raw_value,chlamydia_rate_raw_value,teen_births_raw_value,uninsured_adults_raw_value,preventable_hospital_stays_raw_value,diabetes_monitoring_raw_value,hospice_use_raw_value,high_school_graduation_raw_value,college_degrees_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,inadequate_social_support_raw_value,single-parent_households_raw_value,violent_crime_raw_value,homicides_raw_value,air_pollution-particulate_matter_days_raw_value,air_pollution-ozone_days_raw_value,access_to_healthy_foods_raw_value,liquor_store_density_raw_value,smoking_during_pregnancy_raw_value,motor_vehicle_crash_occupancy_rate_raw_value,on-road_motor_vehicle_crash-related_er_visits_raw_value,off-road_motor_vehicle_crash-related_er_visits_raw_value,no_recent_dental_visit_raw_value,did_not_get_needed_health_care_raw_value,lead_poisoned_children_(wi)_raw_value,municipal_water_(wi)_raw_value,contaminants_in_municipal_water_(wi)_raw_value
IN,Vigo County,8598.6,0.1902,4.39,4.67,0.0742,0.2624,0.309,0.1498,13.3,284.4,40.8,0.136,101.5203932,0.8,0.215622405,0.709062003,0.228896843,0.065,0.229,45.3,0.2366,0.086625003,,5.3,11,4,0.285714286,1.715936282,,,,,,,,,
IN,Wabash County,8225,0.1642,3.49,2.49,0.081,0.3014,0.29,0.1559,13.8,110.3,42,0.11,60.29914564,0.8571,0.265283963,0.732142857,0.177073039,0.073,0.139,38.1,0.1364,0.102989784,,0.8,9,2,0.1,0.901144454,,,,,,,,,
IN,Warren County,7660.1,,3.54,2.48,0.0514,0.2174,0.299,0.0759,21.7,69,35,0.173,94.01336156,0.6556,,0.854368932,0.157808766,0.039,0.123,36.5,,0.077046316,,1.7,1,0,0.5,1.165365342,,,,,,,,,
IN,Warrick County,5506.9,0.1214,2.99,3.41,0.0751,0.191,0.289,0.1484,15,106.8,29.9,0.118,78.09291421,0.8634,0.323397434,0.826771654,0.246567733,0.047,0.091,42.3,0.1826,0.082132299,,0.5,5,15,0.5,0.178046826,,,,,,,,,
IN,Washington County,8161.2,0.2695,4.35,3.97,0.0659,0.4328,0.283,0.1516,23.3,110.5,49,0.144,88.98243123,0.7799,0.248672303,0.739690722,0.094852981,0.067,0.197,42.4,,0.101717181,,1.6,4,2,0.5,1.077354019,,,,,,,,,
IN,Wayne County,8534.9,0.1803,4.3,4.71,0.0803,0.317,0.276,0.1117,13.7,199,57.7,0.144,97.83235755,0.7931,0.173912162,0.623309053,0.145279491,0.068,0.232,41.8,0.2158,0.096461146,,3.1,7,6,0.285714286,1.750317245,,,,,,,,,
IN,Wells County,6093.5,0.1262,2.87,2.94,0.0753,0.2078,0.297,0.0699,18.5,85.1,30.3,0.12,88.09046488,0.8831,0.351025704,0.834951456,0.134519118,0.057,0.114,38.8,0.135,0.047632083,,1,10,2,0.222222222,1.075461552,,,,,,,,,
IN,White County,7753.2,0.1661,3.83,2.71,0.0623,0.2184,0.291,0.0838,27.2,82,47.7,0.177,86.95056756,0.8519,0.145153724,0.707729469,0.113067317,0.058,0.142,38.5,0.1478,0.099346405,,0.6,7,1,0.222222222,2.085070892,,,,,,,,,
IN,Whitley County,5993,0.1118,3.08,2.35,0.0735,0.2257,0.292,0.2141,17.2,144.4,38.6,0.133,74.79177448,0.7641,0.289914613,0.858361775,0.174420751,0.064,0.094,39,0.1301,0.054923652,,0,9,4,0.5,1.234949058,,,,,,,,,
IA,Iowa,5943.4,0.1159,2.83,2.67,0.0669,0.2085,0.277,0.1969,15.3,289.8,32.2,0.104,69.07959246,0.8455,0.341670651,0.869,0.212088893,0.041,0.137,41.8,0.1599,0.075341345,,1.9,1.7,0.2,0.308490566,0.441483249,,,,,,,,,
IA,Adair County,7660.4,0.0668,2.83,1.78,0.0433,0.2443,0.281,0.1321,32.4,181.5,23.2,0.139,76.22397479,0.8361,0.302393964,0.909090909,0.112028095,0.04,0.142,37.7,0.1451,0.061212478,,3.6,0,0,0.4,0,,,,,,,,,
IA,Adams County,8618.8,0.1437,3.97,2.33,0.0654,0.2101,0.285,,23.2,95.4,26.3,0.125,68.47566591,0.8679,,0.836065574,0.120089428,0.041,0.165,37.6,,0.051955008,,0,0,0,0.25,0,,,,,,,,,
IA,Allamakee County,5532.1,0.1266,1.81,2.02,0.0576,0.2763,0.273,0.2641,19.7,108.1,34.5,0.175,63.41111217,0.8521,0.203927225,0.952380952,0.144480193,0.063,0.172,40.4,0.2865,0.059769311,,1,1,0,0.571428571,1.374287089,,,,,,,,,
IA,Appanoose County,8201.4,0.2564,5.74,3.84,0.0864,0.28,0.277,,21.3,156.5,42.5,0.096,79.49050156,0.8133,0.159857005,0.875647668,0.121901925,0.055,0.246,41.4,0.181,0.079079426,,2.1,0,0,0.222222222,0,,,,,,,,,
IA,Audubon County,6317.9,0.0717,1.76,1.02,0.0645,,0.288,0.1364,17.7,111.5,31.2,0.175,44.0717406,0.9012,0.262202955,0.978021978,0.12287415,0.044,0.13,44,,0.0533718,,2.2,0,0,0.333333333,0,,,,,,,,,
IA,Benton County,5203.6,0.1333,2.54,1.98,0.0564,0.2287,0.279,0.2722,11.5,92.7,20.9,0.108,59.6593967,0.814,0.322616108,0.912772586,0.139494175,0.041,0.094,36.5,0.1548,0.064949723,,0.5,2,0,0.266666667,0,,,,,,,,,
IA,Black Hawk County,5812.3,0.1307,3.08,3.03,0.0795,0.2041,0.266,0.2209,13,586.8,32.7,0.085,69.01082492,0.8333,0.381679323,0.82369146,0.229818497,0.041,0.189,43.2,0.1739,0.088762756,,2.5,3,0,0.5,0.549800108,,,,,,,,,
IA,Boone County,6085.8,0.1236,3,3.42,0.0565,0.2541,0.303,0.1646,21.8,184.3,26.7,0.087,77.704777,0.8942,0.332059875,0.807692308,0.187860118,0.035,0.107,40.2,0.1546,0.067090804,,1.1,2,0,0.375,0,,,,,,,,,
IA,Bremer County,4363.4,0.0782,1.97,1.69,0.052,0.1795,0.271,0.2553,15.9,113.3,10.5,0.097,59.05338192,0.79,0.451425115,1,0.214897203,0.035,0.066,38.3,0.1648,0.05993228,,1.2,2,1,0.5,1.270701851,,,,,,,,,
IA,Buchanan County,5997.9,0.1079,3.22,2.17,0.0656,0.2217,0.275,0.2449,16.4,99.8,27.8,0.108,82.39224577,0.827,0.361940482,0.935114504,0.126727938,0.04,0.16,43.7,0.1088,0.07033909,,1.4,2,0,0.363636364,0,,,,,,,,,
IA,Buena Vista County,4929.6,0.1064,2.55,2.13,0.0617,0.1767,0.282,0.2002,15,233.9,39.9,0.162,72.00242617,0.7946,0.251535454,0.805460751,0.187028895,0.036,0.134,39.9,0.1624,0.070542739,,1.4,1,0,0.111111111,1.013273888,,,,,,,,,
IA,Butler County,6122.5,0.1277,4.57,2.61,0.0674,0.1271,0.267,0.1355,24,99.5,23.9,0.136,65.95702345,0.8218,0.369688748,1,0.123828458,0.046,0.128,38.2,,0.058947368,,1,2,0,0.333333333,0,,,,,,,,,
IA,Calhoun County,8258.7,0.0989,3.01,2.45,0.0563,0.2001,0.291,0.1823,20.2,124.6,24.6,0.132,90.35211605,0.7817,0.305787939,0.935,0.153865685,0.034,0.145,41.1,0.1578,0.056725017,,1.3,0,0,0.3,0,,,,,,,,,
IA,Carroll County,4566.4,0.1232,3.09,3.12,0.0526,0.2196,0.264,0.1806,17.6,81.1,22.4,0.097,67.76821204,0.849,0.169869901,0.91011236,0.159656104,0.028,0.097,41.7,0.1741,0.064459109,,0,0,0,0.333333333,0.959508732,,,,,,,,,
IA,Cass County,6175.9,0.0925,1.85,2.79,0.0676,0.2097,0.277,0.1609,31.1,169.9,36.6,0.089,66.76909101,0.8705,0.370468295,0.966019418,0.166375291,0.045,0.19,39.8,0.1524,0.071895425,,2,0,0,0.375,0,,,,,,,,,
IA,Cedar County,5047.8,0.0473,2.32,1.91,0.0671,0.2353,0.276,0.2147,15.8,87.3,18.6,0.108,54.77488162,0.9337,0.262786222,1,0.162557969,0.036,0.084,36.7,0.1037,0.066881209,,0,3,0,0.375,0,,,,,,,,,
IA,Cerro Gordo County,6579.1,0.1182,2.59,3.02,0.0625,0.196,0.261,0.1853,14.2,234.3,31.8,0.082,55.29155062,0.8804,0.62855264,0.80890538,0.202626942,0.047,0.157,42.6,0.1619,0.079075049,,2.2,2,0,0.272727273,0.679332443,,,,,,,,,
IA,Cherokee County,4596.9,0.0901,2.83,1.71,0.056,0.1336,0.274,0.1909,25.3,74.4,26.6,0.114,69.24434493,0.8258,0.397889166,0.937823834,0.151603499,0.035,0.128,40.2,0.1243,0.063778356,,0,1,0,0.25,1.688333615,,,,,,,,,
IA,Chickasaw County,6266.1,0.1197,2.52,2.25,0.0701,0.2649,0.273,0.2679,40.7,104.7,23,0.125,71.826144,0.8318,0.397984694,0.878306878,0.12220075,0.049,0.112,40.3,0.137,0.06490755,,1.1,2,0,0.428571429,0,,,,,,,,,
IA,Clarke County,8850.3,0.1117,1.59,1.6,0.0617,0.2635,0.267,0.1023,21.8,196.6,50.1,0.11,77.35074687,0.6301,0.197815831,1,0.120593081,0.046,0.171,38.4,,0.077845982,,1.6,0,0,0.333333333,0,,,,,,,,,
IA,Clay County,6399.2,0.0984,3.08,2.22,0.0668,0.2158,0.285,0.1662,14.3,166.7,33,0.101,72.4958496,0.7866,0.219034187,0.85042735,0.162760862,0.033,0.141,43.6,0.1246,0.070257611,,1.7,2,0,0.111111111,0.59747864,,,,,,,,,
IA,Clayton County,5738,0.1103,2.47,3.06,0.052,0.1558,0.284,0.244,25.2,109.6,25.2,0.159,68.43295877,0.8531,0.293975322,0.93956044,0.127677941,0.054,0.15,40.6,0.2107,0.063050848,,0.8,2,0,0.2,0.562366438,,,,,,,,,
IA,Clinton County,7294.5,0.1457,3.21,3.56,0.0834,0.2535,0.279,0.2234,16.4,321.4,41.5,0.072,75.34040695,0.8396,0.373460781,0.859722222,0.143826528,0.042,0.165,38.6,0.2247,0.084655558,,2,6,6,0.294117647,0,,,,,,,,,
IA,Crawford County,5135,0.1163,2.85,2.58,0.0596,0.2039,0.286,0.1943,19.6,283.2,38.1,0.143,84.24319438,0.8452,0.296296903,1,0.123509216,0.033,0.151,39.6,0.1538,0.070020183,,0,0,0,0.083333333,0,,,,,,,,,
IA,Dallas County,4952.8,0.0988,2.89,2.75,0.066,0.1403,0.28,0.1669,14.8,128.4,25.3,0.111,57.36573058,0.9126,0.387541917,0.938066465,0.267681154,0.032,0.061,40,0.1713,0.075333676,,1.5,0,0,0.2,0.365838044,,,,,,,,,
IA,Davis County,6063.1,0.1358,2.96,2.66,0.0554,,0.267,,26.8,81.4,29.9,0.159,86.88326729,0.7759,0.178255402,1,0.114019362,0.049,0.204,39.6,,0.053632679,,0,0,0,0.2,0,,,,,,,,,
IA,Decatur County,6306.9,0.2204,3.88,2.7,0.0617,0.2114,0.26,0.1711,21.8,207.9,26.8,0.137,60.38903141,0.8333,0.405403271,0.907407407,0.151429112,0.037,0.231,45.4,,0.067725502,,1.7,0,0,0.25,0,,,,,,,,,
IA,Delaware County,4407.9,0.084,2.16,1.7,0.0563,0.212,0.278,0.32,19.9,67.2,21.5,0.127,48.59986705,0.9007,0.345355728,0.941666667,0.130261371,0.039,0.119,40.5,0.1759,0.060286801,,0,3,0,0.2,0.571363273,,,,,,,,,
IA,Des Moines County,7202.8,0.1582,3.24,2.33,0.0707,0.1804,0.3,0.1484,13.1,388.9,45.3,0.072,88.25628779,0.8728,0.199688179,0.806576402,0.159542656,0.058,0.22,43.3,0.2234,0.090330052,,3.1,1,0,0.142857143,0.738661545,,,,,,,,,
IA,Dickinson County,4492.2,0.1245,1.95,1.81,0.064,0.1832,0.272,0.2044,22.5,70.9,24.2,0.121,66.06238731,0.8563,0.139693205,0.937172775,0.213469736,0.043,0.091,42.8,0.1457,0.058707588,,1.7,2,0,0.285714286,2.397506593,,,,,,,,,
IA,Dubuque County,5541.3,0.0882,2.48,1.93,0.0577,0.1433,0.273,0.2089,8.6,321.5,25.7,0.089,60.93920844,0.9176,0.312021485,0.905695612,0.213309805,0.043,0.112,42.2,0.1426,0.071801722,,1.3,4,0,0.333333333,0.655838052,,,,,,,,,
IA,Emmet County,6851.9,0.1077,2.14,1.68,0.0723,0.1914,0.287,0.1523,20,190.9,31.1,0.123,73.91147146,0.8515,0.202843102,0.866242038,0.130350998,0.039,0.147,38.3,0.1578,0.063370787,,2.7,2,0,0.5,0.957946163,,,,,,,,,
IA,Fayette County,6665.7,0.1126,2.79,3.04,0.0528,0.2643,0.282,0.2314,30.2,119.1,28,0.105,75.3062198,0.8286,0.374415529,0.86167147,0.137916895,0.053,0.159,44.2,0.1959,0.069719754,,0.7,2,0,0.214285714,0.482322867,,,,,,,,,
IA,Floyd County,5295.9,0.1601,2.69,3.71,0.0668,0.2307,0.284,0.2156,13,73,32.8,0.096,68.13354241,0.8558,0.530762521,0.806722689,0.147672692,0.058,0.176,39.5,0.2126,0.076596368,,0.9,2,0,0.142857143,0,,,,,,,,,
IA,Franklin County,4655.3,0.1016,2.59,2.96,0.0657,0.1588,0.278,0.1646,13.4,112.1,39,0.147,47.57419188,0.9167,0.49822424,0.99009901,0.145069275,0.044,0.156,41.2,0.1327,0.061524334,,1.3,2,0,0.222222222,0.948766603,,,,,,,,,
IA,Fremont County,5148.8,0.169,4.11,3.39,0.0596,0.2498,0.292,0.1545,18.5,103.4,24.9,0.119,129.5051828,0.8202,,0.818897638,0.139643693,0.045,0.164,41,,0.070647077,,0,0,0,0.222222222,1.319261214,,,,,,,,,
IA,Greene County,6293.8,0.0874,2.21,2.02,0.0672,,0.287,,15.7,122.3,35.2,0.112,59.93559823,0.8387,0.108363469,0.9125,0.146282633,0.039,0.141,39.3,0.134,0.072057075,,1.4,0,0,0.125,1.041666667,,,,,,,,,
IA,Grundy County,4801.2,0.1347,3.24,1.68,0.072,0.1393,0.274,0.1935,17.4,121.8,16.1,0.153,42.85239176,0.8727,0.358784532,0.912133891,0.172120496,0.035,0.075,37.9,0.1047,0.050561798,,2.3,2,0,0.555555556,0,,,,,,,,,
IA,Guthrie County,6987.3,0.0986,2.88,1.76,0.0683,0.1413,0.276,0.1272,29.2,44.1,30.5,0.155,61.37971146,0.8043,0.193663822,0.929245283,0.148821464,0.042,0.124,43.8,0.1021,0.061193708,,1.3,0,0,0.222222222,0,,,,,,,,,
IA,Hamilton County,5507.9,0.0825,2.48,2.48,0.0753,0.2551,0.283,0.1961,20.4,130.5,35,0.101,101.1735624,0.7962,0.240513875,0.904958678,0.175229854,0.038,0.112,39.1,0.1431,0.066646742,,2.7,2,0,0.222222222,1.26630366,,,,,,,,,
IA,Hancock County,4755.4,0.1515,2.8,2.98,0.0611,0.2487,0.289,0.1664,13.3,77.1,27,0.128,77.73724159,0.8906,0.626283111,0.97761194,0.15437902,0.062,0.107,37,,0.060896768,,1.2,2,0,0.25,0,,,,,,,,,
IA,Hardin County,7320.6,0.1209,2.6,3.45,0.0678,0.2451,0.279,0.1223,19.6,112.4,27.7,0.122,83.38206598,0.8119,0.419139295,0.941860465,0.171304003,0.042,0.141,39,0.0856,0.064761405,,3.1,2,0,0.307692308,0.567214975,,,,,,,,,
IA,Harrison County,7551.7,0.1534,3.41,2.92,0.0802,0.2659,0.28,0.1565,33.9,120.7,21.5,0.095,98.15852265,0.8592,0.270885691,0.976653697,0.126632974,0.041,0.129,39.9,0.162,0.068683565,,0,0,6,0.2,0,,,,,,,,,
IA,Henry County,6329.9,0.1019,2.86,2.98,0.0654,0.1265,0.28,0.1139,24.8,245,32.8,0.084,60.30793826,0.8417,0.166689998,0.852090032,0.161595973,0.053,0.153,40.2,0.1206,0.077891424,,1.4,0,0,0.2,0,,,,,,,,,
IA,Howard County,5909,0.1154,2.88,0.86,0.0686,0.1373,0.271,0.1541,22,82.7,23.4,0.11,50.57014503,0.8723,0.27803922,0.901162791,0.126260346,0.047,0.147,41.2,,0.061147459,,2.9,2,0,0.666666667,1.045806317,,,,,,,,,
IA,Humboldt County,6132,0.1155,3.65,1.6,0.0598,0.168,0.279,0.149,25.6,170.4,28.7,0.102,65.85800279,0.8131,0.390293979,0.833333333,0.153574456,0.036,0.137,38.2,0.0826,0.063329453,,0,2,0,0.090909091,0,,,,,,,,,
IA,Ida County,5226.3,0.1013,3.75,4.25,0.0789,0.2121,0.277,0.2171,21.2,222.8,30.5,0.146,84.83018424,0.8409,0.201968763,0.982300885,0.136287157,0.038,0.131,43.8,,0.050731404,,0,0,0,0.4,0,,,,,,,,,
IA,Iowa County,5517.6,0.172,2.83,2.67,0.0613,0.1686,0.294,0.1915,21.7,105.3,19.2,0.12,37.63440223,0.8713,0.260037847,0.922077922,0.157501183,0.041,0.076,37.1,0.222,0.060684732,,0,1,0,0.230769231,3.125195325,,,,,,,,,
IA,Jackson County,6856,0.1452,3.9,2.98,0.0641,0.1407,0.28,0.2858,22,202.1,28.5,0.113,54.95296151,0.8541,0.30084239,0.923566879,0.120770815,0.051,0.16,41.2,0.0768,0.068828918,,0.7,3,0,0.25,1.492760113,,,,,,,,,
IA,Jasper County,5864.9,0.1006,2.54,2.73,0.0781,0.2079,0.3,0.1946,15.4,136.3,37.4,0.084,74.70738529,0.8101,0.371753353,0.896551724,0.158910284,0.076,0.103,37.7,0.1748,0.069984342,,0,2,0,0.333333333,0,,,,,,,,,
IA,Jefferson County,6989.1,,2.15,2.09,0.0642,,0.281,0.1708,19.9,100.3,23,0.124,64.0912363,0.8283,0.142874029,0.834080718,0.312127054,0.044,0.188,45.2,,0.080613626,,1.8,0,0,0.166666667,0,,,,,,,,,
IA,Johnson County,4099.9,0.0784,2.26,2.52,0.0605,0.1698,0.221,0.2429,7.4,417.7,10.2,0.13,46.99411891,0.8798,0.365827634,0.910714286,0.475985937,0.029,0.109,46.4,0.1274,0.057758621,,1,8,0,0.533333333,0.485948004,,,,,,,,,
IA,Jones County,4743.9,0.124,4.09,3.25,0.0662,0.2221,0.27,0.304,15.5,136.6,31.9,0.112,66.85042049,0.881,0.331158481,0.857142857,0.12695993,0.044,0.112,37.7,0.1659,0.070238095,,0.7,4,0,0.3,0.4914971,,,,,,,,,
IA,Keokuk County,6722.6,0.1501,2.5,2.71,0.0632,0.172,0.269,0.1405,32,81.2,34.2,0.14,56.72216388,0.8889,0.280677409,0.983870968,0.115821051,0.045,0.168,41.3,0.1504,0.061273441,,0,0,0,0.133333333,0,,,,,,,,,
IA,Kossuth County,4393.6,0.1227,2.64,3.45,0.0638,0.1993,0.269,0.2226,15.7,68.7,18.8,0.124,59.94407469,0.8438,0.327584983,0.88,0.135539593,0.039,0.123,39.5,0.1653,0.051046745,,0,2,0,0.25,1.909004136,,,,,,,,,
IA,Lee County,8074.5,0.1662,3.67,3.13,0.0723,0.2522,0.282,0.1681,16.7,264.2,38.7,0.08,98.67133113,0.8352,0.237719294,0.798627002,0.125135512,0.065,0.193,41.9,0.1397,0.089835763,,0.4,0,0,0.272727273,0,,,,,,,,,
IA,Linn County,5669.7,0.1113,2.98,2.85,0.0639,0.1828,0.286,0.2136,10.1,351.2,30.1,0.093,56.16211789,0.8797,0.331394247,0.850628931,0.277305159,0.04,0.116,40.5,0.1642,0.079970816,,1.4,7,1,0.34375,0.29604338,,,,,,,,,
IA,Louisa County,5889.1,0.1437,2.69,4.85,0.0815,0.2737,0.288,0.1877,26.1,160.2,37.9,0.155,68.25019254,0.8229,0.330666475,0.774336283,0.126980072,0.047,0.148,40.3,,0.077450763,,2.4,3,0,0.428571429,0,,,,,,,,,
IA,Lucas County,6126.9,0.1758,3.68,2.6,0.0548,,0.285,0.1407,19.6,94.3,35.1,0.086,71.30286327,0.8254,0.24805998,1,0.110953283,0.041,0.208,41.4,0.0967,0.063762792,,1.5,0,0,0.2,0,,,,,,,,,
IA,Lyon County,4983.9,0.0386,1.57,1.4,0.0523,0.1954,0.262,0.1441,18.5,34.4,17.7,0.152,73.64735711,0.863,0.328680363,0.895238095,0.142459212,0.026,0.087,36.4,0.1158,0.039747064,,0,3,0,0.375,0,,,,,,,,,
IA,Madison County,4605.7,0.1069,3.38,3.38,0.0685,0.1808,0.282,0.1646,8.8,147.9,27.7,0.114,89.51806242,0.8476,0.459974956,0.919642857,0.143829695,0.047,0.093,40.6,0.2018,0.062711228,,2,0,0,0.25,0.657159756,,,,,,,,,
IA,Mahaska County,7660.4,0.11,3.98,2.63,0.0678,0.1995,0.277,0.1449,16.7,224.2,42.7,0.077,68.96782219,0.816,0.295091187,0.925764192,0.165333701,0.045,0.159,41.3,0.1339,0.072297297,,1.3,0,0,0.333333333,0.901713255,,,,,,,,,
IA,Marion County,5405,0.1196,2.39,1.87,0.068,0.2394,0.278,0.1207,16.3,136.4,21.6,0.085,76.2514995,0.8259,0.422752505,0.96812749,0.18879327,0.039,0.113,37.9,0.1347,0.064242323,,1.3,0,0,0.333333333,0.305185095,,,,,,,,,
IA,Marshall County,6290.1,0.114,2.6,2.66,0.068,0.2274,0.283,0.1688,12.4,318.5,63,0.099,58.50612245,0.8983,0.24651354,0.848906561,0.170327362,0.051,0.188,38.4,0.1415,0.084430825,,2.9,2,0,0.076923077,0,,,,,,,,,
IA,Mills County,8145.9,0.1297,2.8,3.01,0.0675,0.3026,0.282,0.2185,16.5,192.4,27.4,0.094,95.35624086,0.8657,0.320069484,0.917475728,0.162906231,0.036,0.116,39.7,0.2045,0.081329827,,2.9,0,0,0.25,0.660632886,,,,,,,,,
IA,Mitchell County,4274.4,0.0785,2.71,2.06,0.0578,0.164,0.277,0.1442,22.4,55.3,25.6,0.115,63.51411373,0.7557,0.38984667,0.875739645,0.128415301,0.041,0.139,39.8,0.2018,0.055426176,,0,2,0,0.375,0.9258402,,,,,,,,,
IA,Monona County,6626.9,0.1062,2.25,0.82,0.0769,0.1814,0.27,,25.3,139.1,40.9,0.114,104.1089108,0.8768,0.262348065,0.671875,0.134473982,0.054,0.199,42.3,,0.059843268,,0,0,0,0.222222222,1.086956522,,,,,,,,,
IA,Monroe County,6136.4,0.1613,3.15,3.7,0.0651,0.229,0.274,0.1763,21.9,116.5,36.8,0.095,64.71136596,0.75,0.248650069,0.791666667,0.125925926,0.044,0.167,41.5,,0.07527881,,1.8,0,0,0.666666667,0,,,,,,,,,
IA,Montgomery County,5948.3,0.1497,3.78,4.42,0.0642,0.2498,0.278,0.1774,18.9,184.8,34.2,0.091,94.05992389,0.7903,0.119056503,0.803571429,0.1288774,0.057,0.179,38.8,0.092,0.080433893,,2.5,2,0,0.333333333,0.896700144,,,,,,,,,
IA,Muscatine County,6068.7,0.1463,3.34,3.39,0.0594,0.2121,0.279,0.2092,15.3,235.5,56.7,0.088,56.25639303,0.9164,0.191582013,0.741830065,0.171596532,0.043,0.149,40.6,0.1957,0.087208935,,2.7,7,0,0.272727273,0,,,,,,,,,
IA,O'Brien County,6062.2,0.0549,0.94,1.87,0.0446,0.25,0.272,0.1743,22.5,62.5,33.9,0.11,72.36921007,0.8624,0.267089538,0.95,0.147139768,0.033,0.109,37.4,0.136,0.048658557,,2.9,3,0,0.75,1.407063459,,,,,,,,,
IA,Osceola County,8053.3,0.1085,2.88,3.01,0.0511,,0.271,,12.6,75.4,23.6,0.125,46.96025165,0.7273,,1,0.134280181,0.038,0.112,38.9,,0.048596112,,0,3,0,0.2,1.5167602,,,,,,,,,
IA,Page County,5773,0.1072,2.99,3.15,0.0849,0.282,0.288,0.2019,21.8,184.5,36.2,0.08,91.13810865,0.7227,0.158324396,0.676156584,0.165679966,0.048,0.193,40.2,0.1748,0.06946929,,0.9,0,0,0.166666667,0.62289772,,,,,,,,,
IA,Palo Alto County,5804.9,0.1354,2.96,1.32,0.0705,0.2041,0.273,0.1873,23.4,136.1,17.3,0.122,92.33498337,0.8716,0.362475796,1,0.13852361,0.042,0.126,43.1,,0.050983248,,0,2,0,0.375,2.107925801,,,,,,,,,
IA,Plymouth County,6869.6,0.1016,2.49,2.02,0.0578,0.2127,0.283,0.279,19.1,128.5,21.6,0.108,73.63477975,0.8769,0.393474244,0.941504178,0.193072402,0.033,0.084,40.4,0.1261,0.061459667,,2.9,3,0,0.444444444,0,,,,,,,,,
IA,Pocahontas County,8145.2,0.0555,1.91,1.37,0.0624,0.192,0.283,0.1532,24.5,102.6,18.6,0.147,78.67718595,0.8876,0.279711667,0.980582524,0.149950017,0.031,0.155,40.7,,0.05861211,,0,1,0,0.375,0,,,,,,,,,
IA,Polk County,6214,0.1161,3.01,2.88,0.0693,0.2241,0.258,0.1965,10.7,473,43.9,0.091,62.5032689,0.8298,0.433899185,0.835338034,0.297205267,0.04,0.121,42.2,0.1578,0.08454048,,3.1,5,1,0.243589744,0.267622322,,,,,,,,,
IA,Pottawattamie County,7365.9,0.1418,3.12,3.52,0.0786,0.2705,0.297,0.1998,14.2,216.1,46.3,0.1,85.48395026,0.8468,0.348078994,0.685103245,0.150334134,0.042,0.163,40.8,0.1941,0.097328921,,5.2,4,0,0.277777778,0.223781232,,,,,,,,,
IA,Poweshiek County,5043.4,0.107,3.14,2.5,0.0558,0.2362,0.275,0.1805,22.8,178.9,21.2,0.102,80.2290897,0.838,0.288219324,0.932432432,0.184625493,0.045,0.13,40.1,0.1144,0.069207894,,2.3,0,0,0.5,0.53490238,,,,,,,,,
IA,Ringgold County,6301.8,0.0799,1.67,1.62,0.0745,0.085,0.271,,10.8,94.5,47,0.153,86.51909544,0.8875,0.350581752,0.919354839,0.134355991,0.045,0.237,42.7,,0.05701559,,0,0,0,0.142857143,1.938735944,,,,,,,,,
IA,Sac County,6014.9,0.1167,2.57,2.42,0.0689,0.2245,0.286,0.2386,26.1,112.3,22.2,0.159,133.677932,0.81,0.306490077,0.918604651,0.135791593,0.037,0.151,40.9,0.1805,0.05731142,,2.6,0,0,0.625,0.947059381,,,,,,,,,
IA,Scott County,6350.6,0.099,2.44,2.84,0.0729,0.221,0.263,0.2313,9.9,531.3,44.9,0.085,69.48401227,0.8498,0.328157013,0.839134525,0.248734692,0.042,0.158,42.6,0.1302,0.097635319,,3.8,11,5,0.5,0.556603482,,,,,,,,,
IA,Shelby County,5346.5,0.1003,2.04,2.61,0.0728,0.1539,0.273,0.2006,14.6,144.1,21,0.11,93.23361443,0.8571,0.210674812,0.964497041,0.153399576,0.03,0.118,36.6,0.1834,0.05973323,,1.1,0,0,0.3,0,,,,,,,,,
