state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,diabetes_monitoring_raw_value,mammography_screening_raw_value,high_school_graduation_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,children_in_single-parent_households_raw_value,social_associations_raw_value,violent_crime_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value,driving_alone_to_work_raw_value,long_commute_-_driving_alone_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,frequent_physical_distress_raw_value,frequent_mental_distress_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,food_insecurity_raw_value,limited_access_to_healthy_foods_raw_value,drug_overdose_deaths_raw_value,drug_overdose_deaths_-_modeled_raw_value,motor_vehicle_crash_deaths_raw_value,insufficient_sleep_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,health_care_costs_raw_value,other_primary_care_providers_raw_value,disconnected_youth_raw_value,median_household_income_raw_value,children_eligible_for_free_or_reduced_price_lunch_raw_value,residential_segregation_-_black/white_raw_value,residential_segregation_-_non-white/white_raw_value,homicides_raw_value,firearm_fatalities_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_african_american_raw_value,%_american_indian_and_alaskan_native_raw_value,%_asian_raw_value,%_native_hawaiian/other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_females_raw_value,%_rural_raw_value,communicable_disease_raw_value,self-inflicted_injury_hospitalizations_raw_value,cancer_incidence_raw_value,smoking_during_pregnancy_raw_value,drug_arrests_raw_value,motor_vehicle_crash_occupancy_rate_raw_value,on-road_motor_vehicle_crash-related_er_visits_raw_value,off-road_motor_vehicle_crash-related_er_visits_raw_value,no_recent_dental_visit_raw_value,did_not_get_needed_health_care_raw_value,childhood_immunizations_raw_value,reading_proficiency_raw_value,w-2_enrollment_raw_value,poverty_raw_value,older_adults_living_alone_raw_value,hate_crimes_raw_value,child_abuse_raw_value,injury_hospitalizations_raw_value,fall_fatalities_65+_raw_value,year_structure_built_raw_value,male_population_0-17_raw_value,male_population_18-44_raw_value,male_population_45-64_raw_value,male_population_65+_raw_value,total_male_population_raw_value,female_population_0-17_raw_value,female_population_18-44_raw_value,female_population_45-64_raw_value,female_population_65+_raw_value,total_female_population_raw_value,population_growth_raw_value
KY,Elliott County,7844.895323,0.292959212,5.764992053,5.082736307,0.12184874,0.269190687,0.338,7.3,0.341,0.452750892,0.123376576,0,65.2,69.61506962,0.073133473,0.000130753,0.000395361,0.00131787,85.77,0.9,0.486486487,0.925,0.373414749,0.108796296,0.37,5.763272764,0.449750535,1.307531381,34.68308333,73.05936073,9.3,0,0.172043011,0.845297718,0.552,415.3,,,0.179440358,0.163132505,0.147,120.4,0.192,0.000257813,,15,22.27006161,0.407911791,0.083311839,0.04561161,10400.58,0.000527148,0.3871,33335,0.705827068,,,,,7588,0.181734317,0.193331576,0.035055351,0.003031102,0.001186083,0.00131787,0.011070111,0.94359515,0.000956807,0.434765419,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,Estill County,12391.53027,0.245821902,5.38959538,4.957476728,0.086098655,0.254108624,0.379,7.1,0.342,0.598418757,0.12927418,0.333333333,90,49.19748779,0.083953787,0.000347826,0.000489271,0.000629063,100.74,0.895765472,0.625766871,0.925,0.38052586,0.05685241,0.391,5.313317191,0.396633852,13.2173913,34.40445882,128.9696297,9.5,1,0.184925504,0.796284433,0.543,610.3,,,0.167189325,0.156748523,0.153,57.7,0.176,0.053793234,53.32838693,15,31.54325369,0.384292986,0.097950677,0.045412131,11501.93,0.001048438,0.297,33839,0.697378872,,17.92263304,,15.25447233,14307,0.21737611,0.179981827,0.003634585,0.002586147,0.000908646,0.000139792,0.010274691,0.975606347,0,0.5059062,0.761245911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,Fayette County,7145.568015,0.181918165,4.260226477,3.981863977,0.085034856,0.188041685,0.275,7.3,0.2,0.990865542,0.198271021,0.304054054,550.5,23.24885388,0.080681784,0.001246471,0.001400538,0.003165342,44.88,0.886911823,0.627931214,0.85,0.748356776,0.034953802,0.223,5.243348115,0.377377624,11.73335708,359.8470894,73.25132523,10.5,0,0.175020145,0.790238671,0.2,373.9,51.89256346,6.239913932,0.132426488,0.123924223,0.092,327,0.158,0.067616254,32.63631489,11,9.09503054,0.382661354,0.092009274,0.048258516,9236.37,0.002207575,0.0774,53288,0.525090001,44.54122948,33.48769291,5.846805347,12.5188505,318449,0.210919174,0.122506273,0.146663987,0.00371174,0.039664122,0.000612343,0.068921554,0.719267449,0.026186495,0.508725102,0.03066906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,Fleming County,11696.37427,0.228256246,5.083292769,4.609913463,0.081586826,0.232208666,0.336,7.8,0.325,0.565514357,0.127041676,0.454545455,247.5,37.94712286,0.095351707,0.00047824,0.000275729,0.00062039,119.59,0.845238095,0.560693642,0.975,0.510428737,0.05932063,0.338,5.31911976,0.219017704,8.881601421,34.29904191,107.2061795,9.7,0,0.143501805,0.81635912,0.379,522.5,77.44297381,,0.160109867,0.148312402,0.159,49.8,0.148,0.028426717,29.75577377,12,30.50670656,0.392081428,0.105653383,0.070056803,10838.34,0.000758255,0.1955,38860,0.63257413,63.1769017,42.99202106,,17.86769658,14507,0.246294892,0.171158751,0.014200041,0.001516509,0.003101951,6.89322E-05,0.0126146,0.958778521,0.012583707,0.506031571,0.805199331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,Floyd County,13683.87164,0.26011928,5.628410416,5.368537598,0.10990269,0.26255222,0.381,7,0.367,0.394007757,0.123574677,0.277777778,167.9,68.6742063,0.077841237,0.000556203,0.00070062,0.011209917,171.86,0.821640904,0.537414966,0.94,0.494419878,0.108524478,0.384,5.626286486,0.366164961,7.6808984,50.16650089,127.4580254,9.7,1,0.14734456,0.869361075,0.339,670.3,66.12961404,8.137169428,0.171042854,0.165154931,0.147,47.3,0.194,0.026507416,48.68376795,15,25.24980599,0.4446029,0.090755208,0.042369922,13539.3,0.001724603,0.2571,31295,0.778089888,,45.36313793,5.94113082,22.02978217,37110,0.217461601,0.173295608,0.009700889,0.001535974,0.002452169,0,0.00794934,0.972163837,0.001063949,0.511829696,0.838711313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,Franklin County,8618.924669,0.173757639,4.257553956,4.152271713,0.098524631,0.197224256,0.341,7.6,0.243,0.883088161,0.154022541,0.095238095,557.3,36.37312913,0.068968932,0.000377171,0.000751582,0.001107595,87.79,0.832278481,0.44949495,0.788801887,0.622416534,0.040211464,0.209,3.934916225,0.384879388,20.44665012,268.4986173,78.71593139,10.2,0,0.158319487,0.84713793,0.199,429.7,66.44360599,7.490636704,0.126196737,0.123623149,0.146,128.9,0.145,0.055800157,26.52256075,8,10.88996833,0.34213585,0.075985209,0.050372277,13097.3,0.00065269,0.1894,52395,0.56688076,42.54802839,31.59987143,4.585249825,12.78634418,50560,0.210205696,0.172033228,0.10690269,0.003441456,0.019996044,0.000316456,0.030320411,0.818295095,0.009255729,0.516871044,0.275540225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,Fulton County,10924.92627,0.265657863,5.348447183,4.840405945,0.098073555,0.2457621,0.343,6.8,0.305,0.750330251,0.117872847,0.625,861.9,62.66318538,0.070416394,0.000320616,0.000161839,,81.9,0.82320442,0.612403101,,0.53749124,0.067731011,0.467,5.68622807,0.427701674,16.0307791,221.659278,98.12610788,10,0,0.135338346,0.803777061,0.252,525.7,,,0.167760634,0.154068785,0.152,,0.217,0.000523589,,9,22.14348981,0.420730825,0.082980012,0.039201183,11857.22,0.000323677,0.2519,30605,0.768355739,7.694971768,5.912130564,,,6179,0.210066354,0.197442952,0.237902573,0.004531478,0.008739278,0.000485516,0.016993041,0.709823596,0.001011634,0.505097912,0.644356378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,Gallatin County,11613.05082,0.186510615,4.419934568,4.252402628,0.093198992,0.213601379,0.365,,0.279,0.45278845,0.157368091,0.428571429,244.5,47.90123457,0.076943593,0.000347383,0.000116158,0.000580788,144.16,0.833333333,0.473684211,0.925,0.460476191,0.047941636,0.239,3.911678996,0.364507299,1.157943492,72.51339484,128.5437166,10.4,0,0.127272727,0.832723177,0.517,595.2,,,0.132315014,0.128517873,0.13,,0.128,,65.80475343,15,31.67300127,0.369583458,0.085133887,0.056895767,12858.06,0.000348473,0.3043,49945,0.68457539,,29.78383498,,,8609,0.246602393,0.12545011,0.012428854,0.003368568,0.005924033,0.000813103,0.054245557,0.908932513,0.01225676,0.496224881,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,Garrard County,7908.833983,0.195361995,4.592085155,4.39765132,0.103393844,0.208120438,0.326,8.2,0.273,0.360808893,0.141314223,0.411764706,225.4,40.74605452,0.085175051,0.000290074,0.000231321,0.000231321,58.78,0.893700787,0.560509554,0.875,0.525411061,0.047291942,0.244,4.259089779,0.321903243,7.541915647,64.98109641,76.27765065,9.9,0,0.154607769,0.8125,0.572,411.1,,,0.138459599,0.13509832,0.15,55.3,0.141,0.00244209,29.19026213,11,15.12452526,0.366408143,0.09551898,0.057397959,10246.81,0.000173491,,46967,0.578674565,52.63757723,17.31525802,,,17292,0.220217442,0.170599121,0.019720102,0.002197548,0.002949341,0.000520472,0.022611612,0.942054129,0.001985112,0.507517927,0.77891438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,Grant County,9922.278873,0.223966224,4.807179219,4.540917065,0.080899763,0.231571584,0.356,7.5,0.301,0.622779985,0.15097641,0.2,313.6,50.52919085,0.070162131,0.000525104,0.000240742,0.000842595,78.48,0.880952381,0.653061225,0.866569767,0.468023256,0.048751809,0.22,4.921365233,0.358169551,8.886375571,59.36159305,100.1672146,10.3,1,0.157831325,0.808079737,0.543,501.1,55.46106633,,0.145406902,0.137996135,0.129,100.1,0.141,0.077943369,48.2864999,15,19.62244115,0.380906901,0.080986639,0.046950417,10044.38,0.000240742,0.1915,49312,0.681659478,43.67690031,8.965309813,,12.92480189,24923,0.271757012,0.132768928,0.008947559,0.002608033,0.004533965,0.001805561,0.028206877,0.943987481,0.006055853,0.500983028,0.649906739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,Graves County,8057.027128,0.220634791,4.967400142,4.533894382,0.070430567,0.216478749,0.327,7.9,0.293,0.499232241,0.136566032,0.375,350.9,48.64930938,0.081719585,0.000400844,0.000430316,0.000753053,109.74,0.849779087,0.638020833,0.939112735,0.531200363,0.059763275,0.3,5.212437235,0.281464789,12.02533337,140.6114797,84.3944962,10.1,0,0.129856493,0.863450908,0.347,461.1,54.98130636,,0.1469705,0.138275403,0.119,152.8,0.138,0.03648939,12.4753834,7,22.14957839,0.37121524,0.091437267,0.05922184,10976.94,0.000645474,0.1197,41705,0.641863374,57.22180588,30.51077277,5.346449957,20.29741048,37182,0.241649185,0.179414771,0.042816417,0.004114894,0.004383842,0.001156474,0.060862783,0.870421172,0.019438383,0.511268894,0.694081517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,Grayson County,9977.642346,0.221389943,4.94672682,4.708203713,0.083767361,0.229822523,0.372,6.7,0.34,0.629223957,0.137163468,0.25,194.7,49.71141315,0.077771989,0.000648335,0.000343721,0.001031164,111.34,0.829025845,0.52293578,0.88,0.443134756,0.064453843,0.322,4.541246255,0.222971888,8.390221578,99.6146486,121.7830882,10.1,0,0.140752033,0.80988195,0.336,520.6,64.52653654,,0.15202582,0.142799629,0.147,41.4,0.163,0.117356659,34.35158208,15,25.23825461,0.365262036,0.091011984,0.046435272,11091.63,0.000534678,0.177,38418,0.672472291,58.11576404,39.77623647,,26.80759804,26184,0.236900397,0.171402383,0.011610144,0.002673388,0.002215093,0.000229148,0.013175985,0.95944088,0.002611819,0.497746716,0.73580362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,Green County,9397.341642,0.189352084,4.546029409,4.286335388,0.083120205,0.213844526,0.381,7.6,0.34,0.367560846,0.136697816,0.176470588,289.8,40.62072113,0.08425746,,0.000361664,0.001446655,128.78,0.87244898,0.590551181,0.925,0.457142857,0.043711504,0.287,5.046846971,0.203625632,18.16530427,47.3582951,98.90663214,9.8,0,0.127374302,0.800219298,0.409,439.1,,,0.138747561,0.13341076,0.139,,0.144,0.058410631,,7,29.45470379,0.372398909,0.092940814,0.060516293,13365.86,0.000813743,,36246,0.675886951,37.58215416,36.93497889,,,11060,0.212296564,0.203254973,0.022332731,0.003797468,0.002169982,0.000180832,0.017450271,0.942314647,0.006183409,0.503887884,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,Greenup County,9400.973299,0.181081464,4.380490913,4.411962397,0.084733109,0.193770099,0.395,7.3,0.351,0.850203197,0.136889082,0.142857143,148.7,41.03612815,0.066622645,0.000609959,0.000390048,0.001337308,86.49,0.878712871,0.608108108,0.954103448,0.651927839,0.086469765,0.244,4.748239345,0.340433625,11.09016303,52.27001195,84.85082234,10.8,1,0.141602249,0.862835477,0.327,470.8,56.85587037,,0.132976826,0.130926784,0.159,62.3,0.146,0.085294605,25.86151161,14,15.277941,0.349870842,0.075552388,0.043574594,11407.38,0.000585072,0.2339,46815,0.536636203,67.57101217,27.13519259,,13.22350478,35893,0.217953361,0.199871841,0.007578079,0.003203967,0.00520993,0.000139303,0.010531301,0.963224027,0.00067071,0.51333129,0.39287456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,Hancock County,8774.242203,0.189123895,4.528854327,4.329842093,0.074534162,0.2040967,0.368,8.3,0.27,0.093636894,0.150197343,0.4,205.6,56.50596164,0.0528223,,0.000567537,0.000567537,67.84,0.838541667,0.675,0.925,0.559347181,0.054102564,0.174,4.1015625,0.307977737,17.25724804,53.74073932,73.36252551,10.7,0,0.054977712,0.888699603,0.31,381.4,,,0.133774224,0.129893489,0.151,,0.128,0.014131162,,7,,0.383634706,0.056915423,0.044444444,10043.28,0.000794552,,56823,0.509746013,,14.32082651,,,8810,0.255732123,0.170715097,0.012258797,0.003405221,0.003405221,0.000113507,0.014642452,0.955959137,0.007223311,0.484108967,0.893053123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,Hardin County,7407.364238,0.195598316,4.116772069,4.160285243,0.07613337,0.198869,0.347,7.2,0.261,0.697213458,0.152819786,0.173913044,520,39.26974976,0.05964649,0.000601283,0.000903873,0.003363897,82.01,0.835600237,0.556016598,0.902859175,0.671269157,0.044013601,0.185,4.279318542,0.337337187,9.864805194,123.6579251,65.70656898,10.4,0,0.125641347,0.818229042,0.263,408.8,54.91181535,6.462333826,0.124688258,0.12366444,0.121,107.2,0.146,0.098986643,16.45855395,6,13.06255632,0.411052812,0.069846115,0.036893419,9711,0.001211376,0.1324,52040,0.550635838,45.43711703,37.86457976,4.531907293,13.02963124,107316,0.246608148,0.134332252,0.121351895,0.004332998,0.022252041,0.003326624,0.053738492,0.764079914,0.008578419,0.501155466,0.342125958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,Harlan County,14084.52955,0.279408129,5.756115272,5.204020909,0.108597285,0.28511537,0.366,5.9,0.392,0.593517317,0.119987631,0.214285714,195.3,69.76333451,0.087160221,0.000360972,0.000294464,0.00018404,210.32,0.823529412,0.387434555,0.881543624,0.487794052,0.121254162,0.441,5.26676332,0.361787962,10.82915208,86.97287387,119.2209943,9.3,1,0.156,0.803390266,0.276,698.6,51.66315622,,0.182036549,0.169382886,0.18,60.6,0.211,0.115614697,31.31247441,15,25.19983469,0.423894968,0.103458701,0.043252595,11011.17,0.000846584,0.307,25240,0.780113177,54.56051114,35.76646835,5.543963632,16.4196579,27168,0.223645465,0.177414605,0.020906949,0.002282097,0.003386337,0.001435512,0.00868669,0.952149588,7.63913E-05,0.516710836,0.541567047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,Harrison County,10378.84047,0.197557449,4.625310588,4.34687411,0.087516961,0.209535127,0.343,7.9,0.309,0.55184124,0.141152552,0.45,317.3,40.36964981,0.070890962,0.000479667,0.000375416,0.000482677,70.82,0.875486381,0.456647399,0.84,0.495635763,0.045905122,0.234,5.788627111,0.300164281,12.25816767,127.0875472,135.2758661,10.1,0,0.155065472,0.824872765,0.376,527.1,58.04841238,,0.137872882,0.133003533,0.14,50.9,0.152,0.017664214,73.21297834,11,26.00064237,0.375854323,0.079627164,0.049300466,9658.16,0.000858093,,49615,0.5988004,42.46546054,14.61008042,,18.25150575,18646,0.230451571,0.170009654,0.020326075,0.002735171,0.00332511,0.000750831,0.023651185,0.936930173,0.006307893,0.510779792,0.659291096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,Hart County,9543.49177,0.241454898,5.100110042,4.729057649,0.08125,0.239046654,0.374,7.5,0.368,0.437716358,0.130359578,0.333333333,295.7,47.01670644,0.087360717,0.00043351,0.000268428,0.000644226,90.09,0.839473684,0.476744186,0.975,0.407398568,0.045832284,0.301,4.455803332,0.236612144,13.0053105,37.90408462,93.93523867,10,0,0.137351086,0.751212344,0.409,513.8,94.50744941,,0.158812415,0.148747706,0.124,58.8,0.16,0.038802531,,9,25.57128577,0.390572373,0.102528736,0.04928952,9914.6,0.000697912,0.2609,36628,0.654478976,31.09132729,25.53047073,,16.19573081,18627,0.239598432,0.165566114,0.046437966,0.002308477,0.004026413,0.000590541,0.018843614,0.914156869,0.005667361,0.504160627,0.871861091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,Henderson County,8881.987178,0.228709986,4.95145145,4.457466712,0.102411136,0.218203877,0.353,7.6,0.292,0.746940541,0.137972814,0.24,387.4,50.45278137,0.065252642,0.000517163,0.000518885,0.001124251,83.24,0.813559322,0.604026846,0.91,0.59246427,0.047355996,0.249,5.104472272,0.408828996,12.49811451,192.7224009,73.27996827,10.9,1,0.143576159,0.855520351,0.257,476.2,71.52745731,8.968609866,0.148110544,0.136156186,0.148,129.6,0.157,0.03605039,9.34398068,7,13.55334937,0.406339552,0.075465546,0.039788037,11168.4,0.000626986,0.1975,46936,0.603400554,41.97909903,35.77877773,,13.79387638,46253,0.233455127,0.16472445,0.078135472,0.003178172,0.005448295,0.000605366,0.023739001,0.871121873,0.003382421,0.515555748,0.381989189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,Henry County,8585.782187,0.181826668,4.386047026,4.180699191,0.07309237,0.214109069,0.329,8.2,0.32,0.439543332,0.143468501,0.210526316,205.5,43.42581423,0.076763006,0.000448143,0.000252877,0.000379315,80.31,0.885964912,0.544,0.970024876,0.452320675,0.0405861,0.307,4.372254096,0.350756534,12.80409731,36.10716607,81.00497602,10.3,0,0.149540518,0.793871471,0.497,484.5,,,0.132165428,0.129611891,0.122,69.2,0.138,0.005289611,23.39927675,8,14.72862508,0.3544031,0.086496311,0.052811351,10456.81,0.000632191,0.2368,51774,0.546644295,41.63480775,45.6381376,,,15818,0.236123404,0.169111139,0.02794285,0.00360349,0.003413832,0.000948287,0.032368188,0.915728916,0.002459184,0.506069035,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,Hickman County,8416.752335,0.227726442,5.109184612,4.676431186,0.081632653,0.225830651,0.35,8.2,0.319,0.131578947,0.122300495,0,169,29.81895634,0.077356254,0.000216826,0.000216123,,97.09,0.823529412,0.618181818,,0.411290323,0.055721393,0.329,4.057968603,0.35451505,13.00954033,49.18839154,115.0306749,9.9,0,0.135678392,0.812610489,0.257,391.8,,,0.157050412,0.147060569,0.151,,0.143,0,,11,30.15863442,0.378479216,0.084100921,0.059652928,12248.11,,,39859,0.603406326,,,,,4627,0.19904906,0.24292198,0.093365031,0.003457964,0.004106332,0.000216123,0.015993084,0.869677977,0,0.52582667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,Hopkins County,9667.987657,0.212736224,4.757388395,4.241074059,0.084994753,0.193649863,0.335,7.3,0.259,0.576470588,0.134957621,0.12244898,362.3,52.63157895,0.069328348,0.001168275,0.000457477,0.000762461,78.49,0.815076561,0.565714286,0.875391621,0.527457809,0.05495329,0.243,4.486180702,0.330168977,20.55298343,124.3217994,92.73077023,10.4,1,0.120312922,0.879082364,0.268,539.7,49.72297201,,0.141800331,0.129763685,0.134,46.6,0.147,0.088699256,16.60625839,8,20.26510441,0.403724151,0.076464747,0.051210687,10315.3,0.000871384,0.1876,43590,0.590580645,45.7474107,41.21247991,,20.70268359,45904,0.229435343,0.177609794,0.065506274,0.002330952,0.006622517,0.000762461,0.019497212,0.886632973,0.002642706,0.511872604,0.471248934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,Jackson County,10144.90091,0.264289083,5.563183508,5.10761819,0.100436681,0.281838536,0.385,7.4,0.355,0.807025345,0.125296162,0.142857143,173.1,58.39680813,0.079352227,0.00014979,0.000374028,0.000224417,75.18,0.834645669,0.485714286,0.875,0.448245355,0.074847489,0.405,5.704439855,0.333887043,1.497902936,25.38650961,70.39405694,9.5,0,0.177248677,0.816050278,0.52,524,,,0.175689219,0.16343728,0.135,53.5,0.186,0.000967915,,9,29.88132844,0.405391638,0.091485728,0.046844502,10051.91,0.000598444,0.3085,30798,0.734106529,,,,14.97745892,13368,0.225089767,0.161879114,0.003216637,0.002692998,0.001122083,0.000149611,0.007630162,0.979652903,0,0.502692998,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,Jefferson County,8759.101747,0.187286595,3.873744188,4.110601833,0.091869571,0.192227793,0.319,7.4,0.257,0.895641051,0.191272351,0.301204819,676.4,33.80233027,0.067522716,0.000958588,0.001020446,0.002767354,54.82,0.873795647,0.643741633,0.79,0.691595414,0.043697271,0.209,4.8813453,0.417727032,10.0835098,562.4620667,87.41891889,11.3,0,0.156210238,0.814471842,0.249,442.5,58.40077752,6.808838643,0.1197962,0.126772754,0.123,273.5,0.161,0.043654524,31.67320591,11,12.05374874,0.359446766,0.081094289,0.031053077,9809.58,0.001549614,0.1325,52008,0.63499539,54.7978763,47.68616209,9.764104163,18.06850809,765352,0.22425629,0.152333828,0.214300087,0.002449853,0.027842091,0.000548767,0.050628992,0.683475055,0.018788175,0.516594979,0.013731015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,Jessamine County,8563.968971,0.193529739,4.542540193,4.366077562,0.077696918,0.201837821,0.32,7.7,0.286,0.851232865,0.154841601,0.228571429,218.4,31.49171271,0.075675052,0.000731318,0.000362893,0.000859484,52.18,0.896078431,0.624096386,0.88,0.61857692,0.038490447,0.212,4.481731831,0.37013196,11.35466985,172.9329835,77.27278076,10.3,1,0.15093819,0.798992995,0.425,408.6,66.89752873,8.982661375,0.136626878,0.13212772,0.111,119.6,0.144,0.046657595,25.13971882,12,13.89783109,0.358691531,0.086946637,0.049657795,9544.74,0.000458391,0.1405,55047,0.54902439,42.44552604,25.15928732,,11.37518092,52357,0.245774204,0.141337357,0.040185649,0.00318964,0.013522547,0.000458391,0.03262219,0.892545409,0.016001178,0.513226503,0.25898407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,Johnson County,11146.5429,0.25968439,5.455361966,5.020876204,0.103154732,0.250258057,0.416,6.9,0.322,0.634997431,0.123312058,0.263157895,111.8,51.63439517,0.077033646,0.000733549,0.000217599,0.001305597,119.06,0.822709163,0.61627907,0.958367347,0.535428968,0.095652174,0.319,5.333086383,0.254950971,6.040992449,72.4998223,93.76586062,9.6,1,0.149972633,0.844603476,0.328,580.2,52.59383218,,0.163304613,0.149959435,0.162,,0.173,0.078366511,21.60916229,15,13.49701532,0.419185156,0.088379227,0.047404909,11796.8,0.000870398,0.2797,35408,0.648512686,,35.10374236,,11.1830843,22978,0.224867264,0.174166594,0.00378623,0.001784315,0.004439029,0.00017408,0.007006702,0.974192706,0.000549275,0.509313256,0.7301764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
