state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,diabetes_monitoring_raw_value,mammography_screening_raw_value,high_school_graduation_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,children_in_single-parent_households_raw_value,social_associations_raw_value,violent_crime_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value,driving_alone_to_work_raw_value,long_commute_-_driving_alone_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,food_insecurity_raw_value,limited_access_to_healthy_foods_raw_value,drug_poisoning_deaths_raw_value,motor_vehicle_crash_deaths_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,health_care_costs_raw_value,other_primary_care_providers_raw_value,could_not_see_doctor_due_to_cost_raw_value,median_household_income_raw_value,children_eligible_for_free_lunch_raw_value,homicides_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_african_american_raw_value,%_american_indian_and_alaskan_native_raw_value,%_asian_raw_value,%_native_hawaiian/other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_females_raw_value,%_rural_raw_value,communicable_disease_raw_value,coronary_heart_disease_hospitalizations_raw_value,cerebrovascular_disease_hospitalizations_raw_value,self-inflicted_injury_hospitalizations_raw_value,cancer_incidence_raw_value,smoking_during_pregnancy_raw_value,drug_arrests_raw_value,alcohol-related_hospitalizations_raw_value,motor_vehicle_crash_occupancy_rate_raw_value,on-road_motor_vehicle_crash-related_er_visits_raw_value,off-road_motor_vehicle_crash-related_er_visits_raw_value,no_recent_dental_visit_raw_value,did_not_get_needed_health_care_raw_value,childhood_immunizations_raw_value,local_health_department_staffing_raw_value,reading_proficiency_raw_value,w-2_enrollment_raw_value,poverty_raw_value,older_adults_living_alone_raw_value,hate_crimes_raw_value,child_abuse_raw_value,injury_hospitalizations_raw_value,fall_fatalities_65+_raw_value,year_structure_built_raw_value,male_population_0-17_raw_value,male_population_18-44_raw_value,male_population_45-64_raw_value,male_population_65+_raw_value,total_male_population_raw_value,female_population_0-17_raw_value,female_population_18-44_raw_value,female_population_45-64_raw_value,female_population_65+_raw_value,total_female_population_raw_value,population_growth_raw_value
IN,Perry County,7888.58,0.163,4.1,4.3,0.094488189,0.245,0.308,7.6,0.247,0.869221223,0.187,0,128.5,51.8134715,0.146049966,0.000359675,0.00035791,0.00056243,100.03,0.829861111,0.560747664,0.85936019,0.45314048,0.073034301,0.194,4.091444559,0.25654321,13.35936697,,67.13142267,13.84,0,0.084432718,0.866536538,0.275,367.6,,,0.107,66,0.127,0.074944291,11.81631538,15.50891393,0.173501287,0.073265405,10812.15,0.00010226,0.133,45722,0.35682518,,19558,0.210246447,0.161877493,0.028888434,0.002761019,0.004652828,0.00046017,0.012577973,0.943347991,0.000766409,0.464822579,0.550418864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Pike County,8541.05,0.218,4.5,,0.096585366,0.184,0.344,8.2,0.291,0.444686649,,0.461538462,250.7,42.62064107,0.162016028,0.000156666,7.88457E-05,0.000315383,54.2,0.761904762,0.561403509,0.975,0.500171174,0.070570055,0.186,4.099016649,0.314749471,18.01660661,258.2002486,62.28395254,14.01,0,0.11038961,0.857872651,0.404,419.4,,,0.129,,0.128,0.017629855,,27.69009249,0.18733544,0.095221726,9533.9,0.000315383,,45679,0.309654827,,12683,0.219664117,0.184498936,0.005361508,0.0027596,0.002365371,0.00055192,0.010880707,0.971300166,0,0.498541355,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Porter County,6122.66,0.114,2.9,3.4,0.069646241,0.214,0.308,7.6,0.263,0.821909056,0.187,0.293478261,222.7,22.40820734,0.135963057,0.00059753,0.000510336,0.001266834,79.17,0.842732327,0.551507538,0.915900097,0.663893235,0.074017601,0.15,3.955310881,0.264317067,9.536340701,126.9610585,58.05236153,13.17,0,0.130618893,0.864928282,0.385,326.9,33.54536536,5.6,0.089,80.3,0.12,0.089589504,13.93389899,10.42851559,0.160922029,0.072081346,10672.42,0.000330217,0.14,64530,0.280973371,2.3,166557,0.231098063,0.13834303,0.033399977,0.003614378,0.013791075,0.000294194,0.091812413,0.846388924,0.006436197,0.508648691,0.207529375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Posey County,6488.4,0.15,3.7,2.3,0.068205666,0.215,0.313,8,0.267,0.507603242,0.188,0.235294118,250,28.85394716,0.116059316,0.000351576,0.000196186,0.000156949,99.18,0.824675325,0.66359447,0.860396825,0.667471126,0.065402016,0.134,3.886619772,0.30670447,12.10984804,,65.76402321,14.22,0,0.100299401,0.897935966,0.332,328.3,,,0.11,40.7,0.116,0.059951481,12.64938651,13.74933316,0.135525979,0.066315616,10717.54,7.84745E-05,0.163,58477,0.265212709,,25486,0.227811347,0.158322216,0.009416935,0.00184415,0.003609825,0.000156949,0.01004473,0.9657459,0.002839857,0.502511183,0.66761868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Pulaski County,7866.46,0.261,3.9,3,0.060747664,0.224,0.347,8.1,0.245,0.380614834,,0.25,129.5,39.05029678,0.165996822,0.000380981,0.000230645,0.000307527,79.89,0.859922179,0.516556291,0.855059524,0.496767608,0.062902501,0.199,4.331496642,0.249276295,20.57299604,235.8666236,90.93212886,13.3,0,0.127093596,0.781300376,0.288,397.3,,,0.136,,0.137,0.008896605,12.69572577,24.3334744,0.197210636,0.090823677,9778.57,0.000384408,0.159,44821,0.362435111,,13007,0.230337511,0.176443454,0.008380103,0.003767202,0.003690321,0.000230645,0.027292996,0.948335512,0.003111785,0.491812101,0.809431428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Putnam County,7621.29,0.127,2.8,2.8,0.066641134,0.244,0.306,8.1,0.287,0.456418091,0.104,0.24,325.8,27.78776978,0.15023405,0.000397351,0.000293294,0.000666578,75.84,0.859872612,0.61754386,0.813888889,0.530638853,0.077204176,0.182,3.402181736,0.312985134,13.24503311,61.36962565,52.62963996,13.68,0.018645995,0.11057499,0.803068882,0.413,398.8,75.78388961,7.7,0.118,126.9,0.136,0.006398356,7.895805447,10.15174986,0.175484333,0.088279489,9958.5,0.000319957,0.123,51052,,,37505,0.201279829,0.148886815,0.040314625,0.003279563,0.00762565,0.000453273,0.017064391,0.922303693,0.00651212,0.471163845,0.648025709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Randolph County,7617.48,0.201,5,3.6,0.083486239,0.235,0.328,6.9,0.348,0.321539108,0.16,0.176470588,232.4,45.1653944,0.177791463,0.000232423,0.000195107,0.000156085,80.22,0.864468865,0.646864687,0.9,0.544924154,0.085568734,0.262,4.11267991,0.349894805,18.98121247,24.92778275,55.88260061,13.46,0,0.121822542,0.832458838,0.334,388.8,43.47482413,,0.136,49.3,0.152,0.087504201,10.36727433,15.27808849,0.214086379,0.090795241,9199.03,0.000390213,0.15,41057,0.432625698,,25627,0.23533773,0.181878488,0.005775159,0.003824092,0.002653451,0.000390213,0.031958481,0.946462715,0.005812063,0.507433566,0.618661878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Ripley County,7144.76,0.17,2.9,4,0.068870523,0.265,0.311,8.2,0.262,0.733291693,0.244,0.125,223.9,36.38928068,0.143902439,0.000629745,0.000105563,0.000351877,73.76,0.859243698,0.61461794,0.838992537,0.521275019,0.085880963,0.151,3.839758824,0.249794352,18.19263198,111.9678641,67.60476997,13.45,0.031914132,0.117429496,0.831458894,0.341,366.6,53.54752343,,0.1,,0.134,0.005387215,14.9854641,13.48691769,0.172606192,0.080246088,9176.51,0.000598191,0.127,47495,0.442437232,,28419,0.246278898,0.166121257,0.00341321,0.002744643,0.006474542,0.000140751,0.016221542,0.962912136,0.004812715,0.506034695,0.832431119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Rush County,8495.98,0.16,2.7,3,0.081101191,0.219,0.309,8,0.335,0.409843606,0.078,0,251.5,43.92702833,0.165061606,0.00035098,0.000352858,0.000470478,88.3,0.859934853,0.652173913,0.975,0.465133906,0.065796873,0.191,4.034410347,0.295683453,19.88885639,74.55624695,64.53248519,13.5,0,0.136125655,0.825560652,0.373,429.1,64.78972788,,0.119,33.2,0.143,0.007143458,11.45128704,14.72308334,0.193481482,0.09685802,9795.67,0.000352858,0.157,46910,0.391030685,,17004,0.234474241,0.170254058,0.008939073,0.002058339,0.003999059,0.000294049,0.012291226,0.964596566,0.001103347,0.506057398,0.611603036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,St. Joseph County,7423.85,0.143,3.5,3.4,0.083073566,0.208,0.286,6.6,0.248,0.766186767,0.191,0.367816092,407.4,38.33952811,0.167884307,0.00090109,0.00056616,0.001810963,51.11,0.826872413,0.60619977,0.835822088,0.638770721,0.087543929,0.291,4.477440525,0.360130729,11.22608356,370.4739619,55.24389769,13.06,0,0.137627387,0.823060201,0.209,375.6,66.20387733,9.1,0.095,197.1,0.166,0.091749612,10.39865997,8.415410385,0.206566966,0.07616678,8967.84,0.000449929,0.137,40978,0.467997457,6,266709,0.240333097,0.140681417,0.125635055,0.005447885,0.021660311,0.000989843,0.079134937,0.747035158,0.014530916,0.515224458,0.090015772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Scott County,13579.36,0.263,5.5,4,0.092228464,0.246,0.295,7.5,0.293,0.290103801,,0.148148148,348.9,62.78517978,0.155500249,0.000420327,0.000250292,0.000333723,117.36,0.816176471,0.548387097,0.723088235,0.444845699,0.079974811,0.245,3.666333916,0.35931355,12.60981043,350.1130286,118.1236638,13.56,0.140926801,0.131868132,0.85155584,0.405,602.5,74.24877708,,0.119,57,0.158,0.020404483,40.99042369,19.01005157,0.18619375,0.075547765,12236.17,0.000458869,0.167,43650,0.489512195,7.1,23972,0.234273319,0.151968964,0.003295511,0.002628066,0.006382446,0.000876022,0.016560988,0.964333389,0.00526246,0.507592191,0.527149415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Shelby County,7707.48,0.226,4.6,4.5,0.0726979,0.27,0.308,8,0.292,0.536614457,0.156,0.145833333,249.6,44.50804303,0.154556156,0.000202379,0.000335353,0.000760133,78.25,0.814473684,0.586580087,0.891261023,0.513324757,0.067488135,0.181,3.789504842,0.372854026,11.69301342,77.27685371,69.77581705,13.55,0.002479339,0.109896433,0.830470967,0.36,407.8,51.05355983,8.6,0.112,50.2,0.134,0.02737171,16.77213761,19.67500758,0.183720327,0.082463848,10893.51,0.000447137,0.169,49657,0.349031216,4.4,44729,0.237429855,0.14974625,0.010641866,0.002816964,0.007198909,0.002258043,0.039593999,0.930358381,0.009538417,0.503722417,0.520478891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Spencer County,7195.09,0.159,3.4,3.2,0.071875,0.2,0.303,8.5,0.281,0.535557465,0.197,0.107142857,259.2,31.05221519,0.149807715,0.000239958,0.000381971,0.000143239,64.4,0.885135135,0.675531915,0.906786942,0.544679967,0.069053458,0.138,3.909251803,0.233250104,15.35729712,14.24569068,67.79984721,13.98,0,0.082920792,0.839715422,0.377,330.2,55.20702635,,0.106,40,0.124,2.95829E-05,7.496813854,21.1273845,0.169528241,0.101087394,9704.88,0.000238732,0.13,50533,0.272166765,,20944,0.229325821,0.172698625,0.006207028,0.002578304,0.004106188,4.77464E-05,0.027549656,0.952540107,0.00906972,0.49460466,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Starke County,11782.75,0.204,4.4,4.8,0.073872087,0.326,0.347,7.5,0.372,0.605701323,0.201,0.310344828,81.9,46.61374768,0.172305797,0.000301555,0.000086218,0.000129327,93.78,0.843881857,0.440298508,0.807894737,0.514008218,0.090795542,0.284,3.713203572,0.31973417,12.49299961,178.2734572,104.7237268,13.21,0,0.157749586,0.817420989,0.401,503.3,98.26692871,,0.105,59.9,0.15,0.032652978,38.62211024,32.49161655,0.206230928,0.086382829,9925.6,0.000215545,0.193,39552,0.476116705,,23197,0.23334914,0.165107557,0.004354011,0.004698884,0.003276286,0,0.033625038,0.946544812,0.007621395,0.504504893,0.823823995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Steuben County,6062.29,0.133,2.8,3.7,0.076007678,0.217,0.332,7.6,0.251,0.516600848,0.203,0.294117647,190.5,39.86448334,0.171241639,0.000410268,0.000349264,0.000553001,57.82,0.872817955,0.62992126,0.863157051,0.562735176,0.075232309,0.19,3.580260081,0.29110004,16.99683507,70.12076354,52.17309744,12.98,0.008826716,0.108999641,0.855808081,0.277,309.6,42.27504797,,0.118,58.3,0.13,0.074077958,7.123880084,18.85732964,0.200367647,0.094162205,8660.68,0.000145527,0.163,46275,0.375487329,,34358,0.215029979,0.16761744,0.006810641,0.00340532,0.005617324,0.000407474,0.032714361,0.943593923,0.004451176,0.4923162,0.672487933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Sullivan County,10181.65,0.188,4.8,4,0.075093867,0.25,0.308,7.4,0.322,0.501653085,0.158,0.428571429,207.7,51.51305151,0.165008555,0.000424769,0.000282712,0.000282712,89.38,0.775,0.488636364,0.875,0.508421601,0.101273285,0.238,5.084441489,0.277878104,12.27109685,81.19707691,102.7538019,13.94,0,0.110120942,0.859365277,0.342,493.2,60.78019671,,0.12,69.7,0.163,0.017506226,27.97202797,25.30802531,0.197778167,0.082053532,9733.43,0.000235594,0.147,41978,0.384919428,,21223,0.20425953,0.159308298,0.044998351,0.003062715,0.002544409,4.71187E-05,0.017575272,0.921924327,0.006555423,0.457899449,0.789615832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Switzerland County,9247.07,0.244,5,3.7,0.058230683,0.292,0.315,8,0.33,0.217563366,0.168,0.333333333,201.5,39.47939263,0.189730101,9.59325E-05,9.50029E-05,0.000190006,100.85,0.894039735,0.489130435,0.875,0.395468998,0.065033161,0.326,3.815799035,0.374953271,7.674597084,,78.04469486,13.37,0,0.151807229,0.779973058,0.44,473.6,93.78223764,,0.132,60.3,0.136,0.014793411,23.3017161,24.67240529,0.227514936,0.1,10800,0.000190006,0.185,43243,0.419195483,,10526,0.24833745,0.159034771,0.003895117,0.00266008,0.002185066,0.000475014,0.016150485,0.967509025,0.010055407,0.490309709,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Tippecanoe County,6379.65,0.157,3.2,3.9,0.0701564,0.147,0.255,6.4,0.253,0.732955203,0.173,0.320987654,496.9,25.47610492,0.165071346,0.000676007,0.000432915,0.001226592,64.93,0.845557543,0.648236416,0.864662958,0.70641641,0.067970433,0.185,5.302306664,0.304766167,10.14010242,274.0393749,44.22668544,13.53,0.003414832,0.204608295,0.759314364,0.128,333.6,48.74346315,6.9,0.086,72.8,0.17,0.099079186,11.21124069,8.19926558,0.194467267,0.080326735,9667.14,0.000510618,0.117,47808,0.367510925,1.4,180174,0.205845461,0.101557383,0.045023144,0.003751929,0.067962081,0.000632722,0.07928447,0.788726453,0.021431565,0.489293683,0.145010997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Tipton County,7859.98,0.143,3.4,3.5,0.07962963,0.254,0.332,7.5,0.302,0.406501004,,0,82.8,33.91209984,0.141737271,0.000382287,0.000511182,0.000255591,89.93,0.802631579,0.606557377,0.958165829,0.603235536,0.076901912,0.145,3.16426628,0.303047404,15.29149411,125.5492781,72.86249089,13.51,0,0.084400904,0.845010009,0.339,358.6,69.3144798,,0.122,,0.126,0.09264978,20.50184962,15.15354103,0.164901664,0.082149819,10273.19,,,53185,0.262728333,,15650,0.220894569,0.187348243,0.004089457,0.002236422,0.004984026,0.000383387,0.025239617,0.956677316,0.005179283,0.499872205,0.616026606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Union County,7769.75,0.154,3,2.9,0.058430718,0.298,0.334,8.1,0.291,0.653805216,,0.3,81.5,42.13483146,0.154107374,0.000543331,,0.000137419,59.21,0.695238095,0.548387097,0.823347107,0.586206897,0.074911868,0.212,4.151639776,0.193130631,12.22493888,,59.00496178,13.41,0,0.123745819,0.90116106,0.278,409.7,,,0.114,,0.138,0,,28.74444274,0.180139608,0.091598916,9917.25,0.000549677,0.126,45411,0.359631821,,7277,0.234437268,0.165452797,0.006321286,0.003160643,0.002748385,0.000412258,0.013329669,0.961797444,0.002004869,0.507351931,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Vanderburgh County,8100.36,0.198,4.7,4.2,0.093313253,0.251,0.332,7.3,0.275,0.844320907,0.149,0.253164557,501.5,41.09772423,0.155970712,0.000962081,0.000644991,0.001593182,66.03,0.867933492,0.659654395,0.82577524,0.655414535,0.069632347,0.269,4.559400909,0.388319204,15.31588318,386.1263783,77.06751426,14.19,0,0.158403788,0.836181082,0.155,414.5,60.9250559,7.9,0.127,147.1,0.16,0.037313158,23.63226283,9.580647093,0.187578648,0.070254916,10053.32,0.000771784,0.157,42014,0.441884368,4,181398,0.21924718,0.149262947,0.091616225,0.002728806,0.012839171,0.000970242,0.02418439,0.846547371,0.006373279,0.516273608,0.091673484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Vermillion County,9043.21,0.153,3.9,3.6,0.085397097,0.247,0.312,7.1,0.301,0.496854182,0.21,0.4,174.6,43.08849046,0.146448918,0.000311721,0.000251921,0.000377881,86.89,0.827692308,0.485714286,0.898571429,0.547802929,0.105752391,0.203,4.206841176,0.383758827,15.58603491,181.1093716,70.15643655,13.71,0.035161449,0.133644134,0.814703676,0.334,467.7,,,0.13,56.6,0.158,0.056270353,12.2385111,19.23194601,0.174732872,0.075328084,10202.95,0.000629802,0.162,40813,0.39340577,,15878,0.22748457,0.180816224,0.002519209,0.00277113,0.001952387,0.000377881,0.01121048,0.972288701,0.00078704,0.50837637,0.603688626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Vigo County,8645.85,0.175,3.7,4.6,0.078439917,0.234,0.315,6.3,0.278,0.734737779,0.164,0.220588235,431.6,42.96861689,0.17205162,0.000839267,0.000544828,0.001274344,85.59,0.825865003,0.580582524,0.91,0.585436431,0.094935685,0.297,4.889887234,0.386479649,15.3096986,223.2584937,68.29244756,13.83,0.033546747,0.137602009,0.841741971,0.169,445.6,63.32085112,7,0.096,217.1,0.176,0.092318214,16.35088195,13.95806996,0.208090827,0.073779941,10951.06,0.000701813,0.138,39014,,4.1,108291,0.20887239,0.141978558,0.07041213,0.003684517,0.019170568,0.000424781,0.025025164,0.861493568,0.006706467,0.493161943,0.237584378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Wabash County,8537.92,0.16,3.5,2.9,0.085848687,0.193,0.33,7.8,0.301,0.631294089,0.191,0.263157895,163.8,33.80123526,0.162259471,0.000463521,0.00043266,0.001576117,49.52,0.866348449,0.623574145,0.911303192,0.533465684,0.073268317,0.213,3.831551987,0.273637375,20.39491981,,86.51625836,13.38,0.010830586,0.113723978,0.842045293,0.222,389.3,64.45266122,,0.134,37.2,0.141,0.031680989,23.36074616,17.73686283,0.19351985,0.083642867,9140.35,0.000185426,0.129,45833,,,32358,0.219482045,0.19049385,0.006180852,0.007077075,0.00522282,0.000185426,0.022374683,0.949471537,0.006533398,0.513474257,0.499847969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Warren County,5326.93,0.189,4,3.7,0.05945122,0.193,0.291,8.5,0.259,0.411847673,,0.090909091,215.8,32.66331658,0.14630912,0.000119875,0.000118835,,79.44,0.869565217,0.715686275,0.925,0.505857295,0.075539568,0.16,3.6615736,0.214841723,9.590026373,,63.65522444,13.56,0,0.07957958,0.850012997,0.318,283.5,,,0.116,,0.119,0.011122777,,20.13591744,0.171520386,0.07952183,10000.96,0.000118835,,53623,0.29205807,,8415,0.221628045,0.183481878,0.002614379,0.001901367,0.004872252,0.000713013,0.012358883,0.971122995,0,0.50207962,0.771039022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Warrick County,5694.26,0.141,3.3,4.1,0.082783571,0.137,0.297,8.3,0.229,0.805960897,0.134,0.173913044,188.5,26.1452514,0.119046683,0.001256967,0.000409507,0.000278465,71.07,0.861439313,0.694214876,0.87,0.699025155,0.061983736,0.111,3.605767628,0.203983745,11.57732828,253.6817155,60.72623206,14.05,0,0.091253905,0.882144716,0.295,297.8,37.50815395,4.9,0.108,35.5,0.113,0.043349269,8.483635068,11.14992038,0.140357202,0.070675919,10664.78,0.000524169,0.139,61820,0.225211608,,61049,0.24973382,0.153483268,0.013595636,0.002407902,0.018280398,0.000393127,0.016642369,0.936002228,0.003248309,0.505692149,0.293069075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Washington County,10891.73,0.214,5.6,3.9,0.070880361,0.371,0.288,7.8,0.298,0.45853089,0.135,0.212121212,197,41.61764706,0.179044087,0.000429784,0.000215983,0.000287977,65.42,0.872340426,0.556818182,0.870808824,0.427639211,0.083716447,0.247,3.719456156,0.329377289,8.237527309,,91.63754156,13.66,0,0.127501163,0.824345528,0.501,513.7,82.04323322,,0.105,58,0.139,0.034594587,17.75099913,22.82271316,0.21621463,0.087469777,11206.01,0.000107991,0.233,43981,0.416534541,,27780,0.238156947,0.151439885,0.003635709,0.002087833,0.002915767,7.19942E-05,0.01299496,0.971562275,0.004878602,0.499856012,0.768452339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Wayne County,8244.56,0.18,4,4.6,0.078969524,0.26,0.276,6.7,0.278,0.721200865,0.098,0.235294118,333.6,48.13664596,0.183031251,0.000629152,0.000530246,0.004772215,80.14,0.825123153,0.592692828,0.834034014,0.522635011,0.088426745,0.306,4.75397322,0.400220364,16.8261493,282.6623821,66.28234535,13.44,0.034256724,0.144460278,0.829481107,0.173,415.2,55.43851868,8.1,0.102,114.6,0.174,0.05995571,16.97757718,11.1803557,0.218139171,0.094340792,10720.81,0.000559704,0.202,36623,0.491307208,3.3,67893,0.225752287,0.174878117,0.048708998,0.003417142,0.008690145,0.000869015,0.027027823,0.88808861,0.007263056,0.51494263,0.330499006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Wells County,6271.12,0.141,2.8,3.4,0.078600823,0.205,0.292,8,0.28,0.530829353,0.078,0.375,242.3,27.61778172,0.145464892,0.000542456,0.000323578,0.000359531,85.82,0.900621118,0.688442211,0.911798469,0.568422718,0.065454812,0.173,3.566919511,0.305018727,19.52842471,33.640099,52.02575275,13.43,0,0.087784487,0.873260017,0.306,309.3,58.71990605,,0.108,26.2,0.123,0.045687719,9.273522548,11.33430534,0.171743794,0.083018868,9622.1,0.000323578,0.102,49452,,,27814,0.241281369,0.167397713,0.004601999,0.003127921,0.004314374,0.000215719,0.02387287,0.956388869,0.001813132,0.506219889,0.505608626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,White County,7493.34,0.14,3.7,3.3,0.077464789,0.217,0.32,8,0.266,0.36862395,0.11,0.137931035,343.9,46.93076374,0.17956594,0.00045034,0.000326984,0.000408731,86.11,0.867924528,0.595541401,0.88248503,0.566732888,0.070582625,0.193,3.582704362,0.276701526,14.3289937,129.1885345,69.80122883,13.42,0.001967187,0.123147675,0.832504296,0.323,385.4,67.75067751,,0.113,77.7,0.127,0.033544597,12.15284811,21.41216095,0.210809281,0.105833333,10269.48,0.000286111,0.144,48581,0.362446308,,24466,0.236491458,0.183642606,0.004496035,0.005558735,0.004087305,0.000899207,0.076841331,0.901741192,0.014231787,0.504169051,0.679665625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Whitley County,6347.46,0.114,3.3,2,0.080914369,0.215,0.326,8.4,0.199,0.646671873,0.211,0.214285714,209.9,31.38838239,0.144926502,0.000509867,0.000390461,0.000450532,65.98,0.893280632,0.582822086,0.934694657,0.576966646,0.068442406,0.132,3.376829923,0.261212729,13.19656889,,54.1522762,13.23,0.343361674,0.080927052,0.823436712,0.374,333.5,55.56070007,,0.099,20.6,0.117,0.017607209,11.65561542,17.69926786,0.170775171,0.081913737,8550.9,0.000150177,0.104,52673,0.305486284,,33294,0.236619211,0.154592419,0.004024749,0.003994714,0.00408482,0.00066078,0.018201478,0.959422118,0.001282997,0.502432871,0.711642437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,Iowa,5911.22,0.112,2.8,2.6,0.06762008,0.175,0.299067376,7.8,0.24286813,0.787133476,0.201,0.233499723,370.1,29.86286418,0.098902125,0.000727347,0.000598949,0.001004719,55.72,0.894340782,0.664161122,0.891162965,0.691441994,0.046475534,0.16,4.217804781,0.286972683,15.57485461,262.6515275,58.72986716,10.85,0.066786914,0.119375623,0.799307399,0.191,310,45.79150566,5.2,0.091,68.1,0.126775023,0.058540485,7.39123733,12.91581013,0.122467399,0.040673364,8200.76,0.0006614,0.078,52286,0.319267147,2,3090416,0.234283022,0.155603323,0.031293845,0.004770232,0.020479767,0.000890819,0.05462242,0.875833545,0.015411476,0.503820521,0.35980672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,Adair County,5554.38,0.087,2.2,,0.067857143,0.185,0.323,8.6,0.305,0.722337933,0.188,0.052631579,80.2,25.03477052,0.096568374,0.000401016,0.000267666,,53.11,0.935185185,0.693333333,,0.624760689,0.038976015,0.156,3.73476029,0.217846154,20.05079535,65.33101045,110.1986199,9.61,0.035506156,0.094736842,0.781529803,0.337,340.5,,,0.112,,0.11,0.020565087,,22.26014692,0.117059243,0.044221698,8461.1,0.000669165,,47905,0.2994709,,7472,0.218415418,0.220556745,0.002007495,0.001070664,0.004416488,0.000133833,0.015123126,0.971895075,0.000417362,0.505487152,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,Adams County,8182.13,,3.6,6.1,0.078313253,,0.325,8.5,0.27,0.052866716,,0.285714286,255.7,29.47368421,0.122368421,0.000511378,0.000513611,,44.08,0.936936937,0.654761905,,0.643122677,0.037827352,0.204,3.634597948,0.220873786,20.45512657,454.5830234,54.612253,9.15,0,0.123167155,0.746464647,0.207,403.6,,,0.095,,0.114,0.017690427,,,0.146850044,0.05508982,8505.2,0.000770416,,44004,0.32733813,,3894,0.204160247,0.21828454,0.002824859,0.004622496,0.006163328,0.000256805,0.010529019,0.969953775,0,0.499743195,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
