state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,mammography_screening_raw_value,flu_vaccinations_raw_value,high_school_completion_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,children_in_single-parent_households_raw_value,social_associations_raw_value,violent_crime_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value,driving_alone_to_work_raw_value,long_commute_-_driving_alone_raw_value,life_expectancy_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,frequent_physical_distress_raw_value,frequent_mental_distress_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,food_insecurity_raw_value,limited_access_to_healthy_foods_raw_value,drug_overdose_deaths_raw_value,motor_vehicle_crash_deaths_raw_value,insufficient_sleep_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,other_primary_care_providers_raw_value,high_school_graduation_raw_value,disconnected_youth_raw_value,reading_scores_raw_value,math_scores_raw_value,median_household_income_raw_value,children_eligible_for_free_or_reduced_price_lunch_raw_value,residential_segregation_-_black/white_raw_value,residential_segregation_-_non-white/white_raw_value,homicides_raw_value,suicides_raw_value,firearm_fatalities_raw_value,juvenile_arrests_raw_value,traffic_volume_raw_value,homeownership_raw_value,severe_housing_cost_burden_raw_value,broadband_access_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_black_raw_value,%_american_indian_&_alaska_native_raw_value,%_asian_raw_value,%_native_hawaiian/other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_females_raw_value,%_rural_raw_value
AR,Pulaski County,9605.438808,0.225262209,4.576005303,4.548928269,0.109439779,0.187122832,0.339,6.6,0.267,0.83641456,0.176313943,0.278169014,901.9,32.63837337,0.083427106,0.001194357,0.000775686,0.004480609,4072,0.39,0.53,0.903514329,0.688369694,0.034018755,0.199,4.988812275,0.393434371,15.7380055,1059.628901,85.31602307,9.8,0,0.163219352,0.827981788,0.203,76.30480899,440.9048112,72.36443275,8.51970181,0.136709225,0.146257347,0.121,595.2,0.167,0.104273568,19.43070578,14.37175248,0.402562641,0.103172007,0.034320287,0.001625369,0.816667075,0.092996174,2.744858875,2.615195377,52684,0.689129503,48.99722608,44.04333988,15.64519891,16.2841421,24.89232415,31.18987342,423.6504616,0.588025384,0.147405522,0.783803962,391911,0.230567654,0.16080947,0.375179569,0.004467851,0.022594416,0.000500114,0.062496332,0.516155454,0.016205086,0.522899332,0.122767461
AR,Randolph County,11405.44442,0.265239417,5.64635019,5.680125009,0.075577764,0.273353832,0.33,6,0.368,0.414658579,0.160157469,0.238095238,421.5,49.82915718,0.097929372,0.000612882,0.000389798,0.000835282,5743,0.33,0.45,0.828891432,0.606819266,0.038898781,0.258,4.09098048,0.268513977,5.571651438,294.5550217,98.43856076,8.9,0,0.142370572,0.818034716,0.309,73.93706543,545.9418073,97.21715883,,0.173203804,0.182746712,0.17,67.1,0.178,0.145919101,,29.11608421,0.3504594,0.119960179,0.045028143,0.000890968,0.930172414,,2.556129308,2.539545905,42875,0.677150436,34.66152019,25.52164466,,20.63227956,20.36659878,35.2631579,48.35111893,0.717199184,0.100780798,0.681441197,17958,0.237609979,0.197405056,0.011415525,0.006459517,0.003508186,0.018153469,0.022385566,0.923822252,0.003608371,0.504454839,0.674216707
AR,St. Francis County,10893.14995,0.313668814,5.820968464,5.301467075,0.126683502,0.273391545,0.482,5.2,0.31,0.621240003,0.159018806,0.076923077,836.9,77.36499426,0.086469034,0.000471717,0.000360086,0.003320797,5218,0.39,0.42,0.819191694,0.462301861,0.051848237,0.423,5.659109053,0.517287907,9.827430324,776.7877542,78.9791557,9,1,0.156568365,0.825625745,0.279,75.20151716,511.733846,131.6745369,11.45879242,0.183598174,0.173356619,0.154,343.8,0.216,0.151199469,,18.54811873,0.414169245,0.11063723,0.031372549,0.000720173,0.875,0.106382979,2.298138253,2.142305531,34389,0.999712313,45.92059268,44.30797535,19.09365163,7.148397802,19.3576362,15,71.92603205,0.547400937,0.135021097,0.578610993,24994,0.209490278,0.168360407,0.521885253,0.008201969,0.006401536,0.000680163,0.054733136,0.398455629,0.00437402,0.447947507,0.515535424
AR,Saline County,8230.122743,0.189116405,4.16288047,4.579342511,0.078652883,0.204839839,0.301,7.7,0.263,0.586418716,0.173318049,0.206896552,295.8,22.14664561,0.07043186,0.000461205,0.000302196,0.001355799,4637,0.34,0.55,0.906215236,0.676193785,0.028149,0.149,3.720990368,0.232934175,7.247510727,352.4580766,79.25331696,9.9,0,0.096156066,0.851140625,0.407,77.32328788,399.8539401,48.0653689,6.535247482,0.125659676,0.143332999,0.108,111.2,0.129,0.061248853,23.12896324,14.94935905,0.338735424,0.085881251,0.033926397,0.000457378,0.929616844,0.109865107,3.195947105,3.100972003,66944,0.403304385,43.9044271,36.72318349,3.496221067,19.95997835,17.68600336,19.17910448,170.7975042,0.780918888,0.081649714,0.834191719,122437,0.230788079,0.181538261,0.082197375,0.006493135,0.013427314,0.000718737,0.051389694,0.834037097,0.010592975,0.51165089,0.361601225
AR,Scott County,10687.42687,0.301083373,5.931948463,5.706238814,0.090036014,0.27957264,0.378,6.5,0.375,0.884892727,0.15059931,0.266666667,277.6,51.37786081,0.120024799,0.000193817,9.72668E-05,0.0002918,4796,0.32,0.41,0.791398771,0.447747748,0.034075104,0.298,4.555410602,0.297993184,9.690861518,318.0817225,113.8227067,8.6,0,0.114609572,0.777442371,0.381,74.98565203,511.1647773,,,0.187415586,0.188155811,0.166,69.4,0.186,0.078330392,,29.9409347,0.366772882,0.147877523,0.053108275,0.000389067,0.925,,2.700204709,2.648165109,38065,0.731799163,,13.26777322,,19.24277853,,12.5,22.0196868,0.737829615,0.101907357,0.580882353,10281,0.229744188,0.2144733,0.005738741,0.026262037,0.030930843,0.000486334,0.079369711,0.842233246,0.014634146,0.493239957,0.703552034
AR,Searcy County,10179.76497,0.271489577,5.729994367,5.515095701,0.063492064,0.275575453,0.252,5.6,0.303,0.233312996,0.163566255,0.166666667,163.8,34.3688037,0.101651626,0.000251319,0.000380662,0.002157087,4848,0.42,0.21,0.817538408,0.491395794,0.04564173,0.341,4.299042014,0.176507538,6.282985675,126.7668125,138.843309,8.5,1,0.125937032,0.727543918,0.366,75.9020176,463.463007,,,0.175067357,0.180251725,0.176,,0.189,0.165295777,,25.19571673,0.365598874,0.122183508,0.047904192,0.0010151,0.964761905,,3.364858531,3.251175159,34712,0.706,,24.88467843,,27.98934473,30.2930856,,29.74935534,0.739404869,0.076563022,0.603546739,7881,0.195279787,0.259865499,0.003425961,0.015607157,0.003933511,0.000253775,0.028422789,0.926405279,0.002524917,0.498794569,1
AR,Sebastian County,9121.446915,0.264220572,5.291678399,4.980334654,0.080510596,0.23873871,0.347,7,0.305,0.782263965,0.142355973,0.271186441,527.7,37.50827901,0.132284062,0.001268072,0.000743192,0.003590791,4654,0.42,0.49,0.840623015,0.544052457,0.032875939,0.217,4.411156316,0.286946859,10.33243838,635.5623901,69.4553077,9.9,1,0.156560636,0.819224894,0.177,76.22402417,457.3110531,57.67621709,6.328579867,0.164978091,0.163136032,0.146,193.6,0.178,0.037199052,11.72830979,11.75314369,0.356339332,0.1656295,0.050693448,0.000923123,0.912781231,0.122727273,3.0296078,2.853530201,48945,0.676799496,51.84331775,43.48707761,5.820604492,17.03701479,15.01736383,17.12230216,256.8656152,0.588154915,0.109753393,0.7581596,127827,0.23995713,0.164175018,0.066722993,0.024102889,0.047400002,0.002166991,0.147566633,0.687210057,0.03546736,0.511222199,0.208121262
AR,Sevier County,9170.479818,0.29559797,5.550941101,5.178908664,0.063422635,0.24649159,0.326,6.7,0.362,0.563254778,0.150249159,0.35,333,51.07913669,0.170034602,0.000466772,0.000352796,0.000529194,4804,0.37,0.51,0.765113232,0.390399622,0.048068202,0.25,4.614276259,0.201226994,7.585039967,216.0573848,71.37758744,9.1,0,0.165413534,0.714146069,0.363,76.54293688,440.6407542,62.03794654,,0.174999475,0.169001034,0.151,81,0.157,0.111632589,,33.26320341,0.377095579,0.221856349,0.066102378,0.000823191,0.855232558,,3.164105201,2.94624865,43493,0.739541985,24.96328278,35.42539989,,13.67335458,15.211617,4.761904762,64.07360271,0.713848768,0.077273556,0.755649958,17007,0.286117481,0.149467866,0.03704357,0.035867584,0.005938731,0.012583054,0.342741224,0.560063503,0.082962209,0.499382607,0.636006566
AR,Sharp County,9896.321503,0.283184735,5.8449358,5.580723826,0.098360656,0.28539328,0.407,6,0.39,0.450938369,0.162507984,0.272727273,350.7,47.91929382,0.106342545,0.000230335,0.000229332,0.002121316,4942,0.33,0.38,0.834596163,0.489393939,0.049634274,0.359,4.236374031,0.27395747,16.12345963,,108.9602411,8.9,0,0.15695682,0.785628947,0.305,74.84021474,510.6906077,,,0.182343708,0.187029291,0.21,60.4,0.2,0.1018302,,29.94385527,0.371277171,0.129720318,0.04584369,0.000917326,0.944430052,,2.919545635,2.910175904,37591,0.741902137,36.64519045,20.97016635,,30.98658772,22.02387852,43.52941177,36.42441279,0.771585874,0.11778159,0.582785014,17442,0.205309024,0.263960555,0.009345259,0.010835913,0.006249283,0.000687995,0.025799794,0.927989909,0.001472844,0.508141268,0.800567655
AR,Stone County,10624.30586,0.270107808,5.789744507,5.560333719,0.077830189,0.276314788,0.405,5.7,0.349,0.575036308,0.161569399,0.25,191.4,47.0193115,0.127233899,0.000481657,0.000239885,0.001039501,5178,0.3,0.51,0.811564331,0.517446809,0.047185781,0.308,4.982485685,0.298397041,11.23866099,239.3394232,97.60780863,8.8,1,0.128309572,0.79071863,0.331,76.58291232,451.3702731,,,0.175960183,0.183358784,0.144,92.7,0.197,0.135697322,,15.98721023,0.360833367,0.149020204,0.066064834,0.000559731,0.975,,3.24181038,3.222497046,36930,0.671021378,,15.46682141,,43.36434064,27.20217617,,0,0.746396491,0.126306427,0.506162524,12506,0.190868383,0.278986087,0.004237966,0.009355509,0.004637774,0.000399808,0.019030865,0.945226291,0.00050399,0.503838158,1
AR,Union County,12932.85616,0.248158962,4.84920996,5.099165687,0.104875283,0.225343059,0.35,6.1,0.375,0.481351618,0.155096055,0.285714286,704.7,45.88723456,0.091179166,0.000587844,0.000439481,0.001835479,4262,0.33,0.46,0.849456339,0.54368619,0.052312741,0.257,5.647252812,0.380132311,23.00260696,583.0104768,98.33340092,8.9,1,0.1714021,0.895084944,0.238,72.71273748,592.6273463,79.14731954,9.155937053,0.155270879,0.161004384,0.132,349.6,0.18,0.134867982,13.6452408,20.84763613,0.389067231,0.111002227,0.044856521,0.000930665,0.927576014,,2.735673973,2.529256753,46602,0.710603633,40.78407964,40.18277588,10.42381807,17.30621544,19.76805482,5.714285714,86.26264139,0.754483022,0.122407757,0.626732799,38682,0.23954294,0.184039088,0.327335712,0.005351326,0.006799028,0.000517036,0.041647278,0.606535339,0.006844478,0.512925909,0.545041908
AR,Van Buren County,10328.01768,0.255314313,5.436785956,5.546489848,0.069325736,0.257681766,0.368,6.6,0.278,0.57427002,0.17223406,0.2,224.2,39.25353925,0.097410096,0.00024092,0.000423089,0.00096706,3600,0.4,0.36,0.851246424,0.40978498,0.049817105,0.296,4.718737017,0.202727273,12.04601578,277.7860749,104.752387,9,1,0.115076475,0.814775161,0.399,75.85650234,469.7707798,,,0.165985736,0.173749526,0.164,41.9,0.188,0.060982411,,30.81242083,0.37416038,0.115475521,0.050466745,0.001208824,0.927827381,0.172789116,3.087492844,2.851535144,38096,1,,22.48735519,,21.01225601,12.04050426,15.88235294,25.91347499,0.785557023,0.1054198,0.639659475,16545,0.194499849,0.266908432,0.005802357,0.009670595,0.004230886,0.000241765,0.031550317,0.931520097,0.002395663,0.502024781,1
AR,Washington County,6775.307651,0.230815826,4.3501353,4.838661041,0.081011191,0.209513509,0.319,7.6,0.264,0.864250363,0.176711283,0.235294118,646.6,26.08517802,0.124359368,0.000772279,0.000648029,0.00378365,3525,0.42,0.51,0.850014184,0.63674888,0.02443045,0.16,4.694790436,0.209550473,8.44020746,454.5971502,51.04719929,8.1,1,0.158122188,0.785748729,0.266,78.27798028,357.3086197,59.03239348,6.652078775,0.139332282,0.148826684,0.095,170.4,0.138,0.060605247,5.930997085,11.94592188,0.334477561,0.152216266,0.057266,0.00085707,0.893198809,0.04816062,2.975105692,2.85682783,52158,0.573459829,41.50188454,33.47533036,2.814484211,16.84903131,10.84645381,22.91338583,255.1346357,0.525943315,0.123637753,0.791697681,239187,0.241442888,0.1209054,0.034299523,0.015711556,0.026326682,0.028128619,0.171409817,0.704419555,0.038094137,0.500068984,0.254947923
AR,White County,8789.586064,0.232386323,4.960190977,5.148016005,0.08021309,0.24027741,0.329,7.1,0.345,0.569827184,0.170185924,0.290322581,479.6,31.32914361,0.095532964,0.000520787,0.000317448,0.001942783,5912,0.33,0.51,0.843957893,0.510531972,0.044940828,0.204,4.76778713,0.231482492,10.16169802,344.4536582,79.25655829,9.5,1,0.129899025,0.82816296,0.323,75.8045525,448.3325197,62.52548593,9.175691937,0.151196005,0.164312768,0.173,123,0.167,0.052108271,13.53088424,19.38423355,0.363462467,0.117980411,0.041602301,0.000939647,0.895738576,0.041991602,2.930942504,2.794763267,46388,0.582717746,41.34537454,31.55292509,4.166704409,18.90976115,13.92687127,17.76470588,99.47597665,0.660643607,0.113478277,0.758802272,78753,0.230099171,0.167549173,0.045026856,0.007034653,0.008698081,0.000825365,0.044455449,0.877350704,0.009163508,0.512932841,0.543178162
AR,Woodruff County,12287.04218,0.286417043,5.760098826,5.534401583,0.072519084,0.266863298,0.333,6.3,0.375,0.498484849,0.149617171,0,487,51.26452495,0.091688789,0.00046225,0.000474684,0.000632911,6396,0.34,0.28,0.817031317,0.428464978,0.052650559,0.381,6.476860854,0.436298932,15.40832049,161.0188099,115.9844947,8.9,1,0.139130435,0.816388467,0.266,73.02844093,605.636393,,,0.179036042,0.181076339,0.271,237.3,0.215,0.026331843,,29.94972724,0.37886652,0.109565711,0.046495489,0.001107595,,,2.847651044,2.849700651,36568,0.755491882,24.42128181,23.37060263,,32.36238178,,15,0,0.653819918,0.086156112,0.534447476,6320,0.213924051,0.233544304,0.257911392,0.006170886,0.002848101,0.000791139,0.022151899,0.691772152,0,0.515822785,1
AR,Yell County,9829.918334,0.275571939,5.336289989,5.190170896,0.080619327,0.250029932,0.368,7.1,0.362,0.538201488,0.160823916,0.444444444,283.4,43.51464435,0.119606272,0.000510796,0.000281149,0.000234291,8194,0.3,0.38,0.782023867,0.415766307,0.039919211,0.237,4.081985206,0.259827421,11.60900859,333.9936426,83.59340169,9.4,1,0.145598941,0.782734453,0.249,74.89634298,525.2042355,75.85095288,,0.168748199,0.168591614,0.136,123.9,0.164,0.054867047,,22.44105922,0.347924236,0.146456437,0.057901531,0.001124596,0.875980392,,3.03019342,2.983277694,44469,0.788518944,49.22725297,22.88259267,7.920373842,14.18355282,13.93223362,9.6,48.10836474,0.714780754,0.086074872,0.705317873,21341,0.242631554,0.180778783,0.017431236,0.01096481,0.013588867,0.000749731,0.204817019,0.746356778,0.054048674,0.499133124,0.791255353
CA,California,5253.062268,0.1761357,3.856141386,3.733627597,0.068760642,0.114740075,0.243,8.8,0.177,0.930700514,0.181269825,0.287355693,585.3,17.4468837,0.08341854,0.000797759,0.000870237,0.003733857,3358,0.36,0.43,0.833078299,0.657034419,0.040398519,0.156,5.164325373,0.225050042,5.905395613,420.8768822,51.78406524,8.1,0.689655172,0.264430914,0.737212459,0.422,81.67648863,268.3994997,36.02904134,4.225291383,0.116142603,0.112754709,0.088,395.9,0.108,0.032907899,13.83910673,9.519370396,0.345199313,0.10308149,0.031654168,0.000675234,0.873529153,0.064311524,2.900987435,2.745055491,80423,0.594143983,55.1412656,38.01892915,4.815496957,10.53720486,7.841594273,,1990.527878,0.548484675,0.197130248,0.866554239,39512223,0.225111126,0.147754658,0.056219641,0.016447113,0.15465961,0.00505679,0.394178784,0.365045217,0.095666919,0.502815774,0.050473834
CA,Alameda County,4341.172827,0.149698913,3.808557286,3.988029015,0.072056925,0.111151143,0.222,8.9,0.146,0.997022389,0.180047588,0.250574713,583.3,9.908337908,0.049787775,0.001100943,0.000960912,0.00647748,3023,0.37,0.46,0.884430467,0.76100479,0.029219064,0.098,5.172784927,0.197063327,6.515662489,628.7819625,42.704458,8.7,0,0.234646001,0.609272785,0.476,83.07669726,227.8345442,31.25091057,3.635751803,0.105369525,0.107839748,0.07,427.3,0.091,0.010025395,11.35711075,5.977170172,0.332085873,0.059185151,0.022673651,0.000573197,0.873471457,0.045439425,3.067639399,2.994174285,107589,0.432101321,50.45188255,35.9313665,5.977170172,8.792398663,7.396957546,,2670.080379,0.535175518,0.171080718,0.888890236,1671329,0.203490157,0.142858169,0.101687938,0.010648412,0.323330116,0.00943022,0.223208596,0.306423212,0.079315728,0.507429716,0.003886058
CA,Alpine County,34538.51858,0.203460336,5.038826111,4.989439438,,0.184769408,0.168,6.8,0.202,1,0.213626347,0.266666667,1071.4,,0.070048309,0,0,0.003542958,3018,0.41,0.32,0.911688312,0.518691589,0.050816697,0.296,4.229779777,0.417910448,0,442.4778761,216.9589586,5.4,0,0.278688525,0.618181818,0.231,,1107.494766,,,0.153404647,0.156619307,0.068,,0.145,0.124748169,,,0.345029715,0.077531646,0.043062201,0,,,,,58112,0.74025974,,,,,,,8.464626127,0.84,0.134110787,0.825714286,1129,0.177147919,0.263950399,0.003542958,0.256864482,0.015943313,0,0.123117803,0.612931798,0.021105528,0.460584588,1
CA,Amador County,6203.888354,0.167204661,4.327549496,4.493030935,0.064997593,0.158984552,0.301,8.3,0.244,0.759050694,0.247299845,0.316666667,163.1,16.12620508,0.060146422,0.000634792,0.000679211,0.002414973,2802,0.42,0.47,0.900181548,0.623469266,0.038389262,0.125,4.402033307,0.184342996,6.855749943,237.0707375,95.76101382,9,0,0.183644695,0.787666591,0.449,80.48082481,294.1346117,50.83884087,,0.127748472,0.139190192,0.17,594.2,0.109,0.035713586,21.22943929,20.3461866,0.33318217,0.069739075,0.03152646,0.000578587,0.888202247,0.152641879,2.707644594,2.486090305,62640,0.422355769,,14.29146101,5.651718499,24.48096828,17.69496995,,109.9860145,0.765040428,0.170151355,0.846306701,39752,0.151187362,0.275332059,0.025005031,0.02326927,0.016728718,0.002918092,0.144722278,0.773344737,0.011950572,0.455675186,0.604237221
CA,Butte County,7577.906598,0.188524834,4.722006569,5.068720133,0.06086594,0.166490696,0.302,7.4,0.231,0.842318182,0.218245781,0.322033898,573.9,15.83098902,0.076615857,0.00060539,0.000748223,0.007167429,4748,0.4,0.4,0.89245402,0.685255234,0.051188005,0.161,5.429966945,0.207189514,7.524129104,327.0573086,96.90718553,7.6,0,0.223698718,0.759205369,0.24,77.91868942,390.7105924,39.5680488,4.148407829,0.141833364,0.148460558,0.104,130.8,0.142,0.07437892,23.53855026,14.1287503,0.354848977,0.092141097,0.031266263,0.001126897,0.874155875,0.058448459,2.728592212,2.549332175,58394,0.588626549,59.28736798,27.51249536,3.357954106,19.49997825,14.310815,,449.0730867,0.58990858,0.189633651,0.853703704,219186,0.202535746,0.18353362,0.016086794,0.025307273,0.05011269,0.002865147,0.172141469,0.709055323,0.025103897,0.505109815,0.189018182
CA,Calaveras County,7867.446705,0.160796595,4.23560565,4.722684653,0.060318665,0.155917594,0.283,8.2,0.268,0.604458291,0.234337521,0.4,262.8,12.97065861,0.07387613,0.000416648,0.000479251,0.001655593,2536,0.42,0.42,0.90174472,0.562559242,0.037894344,0.196,4.193028096,0.287469288,8.771545108,327.2457379,99.92252703,8,1,0.209432903,0.767734282,0.596,79.58657711,348.0889139,51.46018268,,0.127843971,0.143064461,0.108,109.2,0.122,0.027477157,19.68259985,26.87194727,0.323793071,0.085865205,0.03593711,0.000239625,0.907370283,,2.687896643,2.361358548,68248,0.52537594,59.27065613,22.12085732,5.058248898,23.82233295,21.56917984,,43.52482487,0.77753512,0.169267197,0.8225121,45905,0.170526087,0.28027448,0.00914933,0.019714628,0.018712559,0.002657663,0.12998584,0.798867226,0.007635513,0.502298225,0.754091886
CA,Colusa County,6576.069884,0.241875415,4.838457539,4.662553315,0.061355765,0.155904077,0.39,7.8,0.262,0.74882114,0.195762687,0.142857143,266,25.54673892,0.1151766,0.000277431,0.000417692,0.001670766,4095,0.33,0.45,0.712510053,0.510189095,0.127990539,0.153,4.3303382,0.190035953,5.086234799,200.9580559,71.26396357,6.6,0,0.197303052,0.786672299,0.331,79.86119884,337.4048963,,,0.150403423,0.145121988,0.155,91.9,0.138,0.029514419,,23.20554812,0.334580269,0.150040355,0.041818182,0.000278461,0.899489796,,2.792946675,2.633056216,59048,0.748440748,30.94342756,6.008725789,,9.662632536,,,281.8278425,0.610211706,0.113160953,0.809879618,21547,0.271081821,0.149162296,0.010210238,0.027567643,0.015640228,0.006033323,0.604167634,0.340836311,0.148556193,0.49064835,0.317241701
CA,Contra Costa County,4619.195086,0.149211946,3.845495388,4.094938196,0.069424309,0.112112547,0.251,8.9,0.161,0.96884917,0.182665676,0.303763441,539.4,10.18616229,0.058935428,0.001034589,0.000892048,0.003505773,3222,0.4,0.48,0.89466042,0.719294777,0.030726809,0.099,4.748482283,0.198333762,5.538095052,336.0277908,47.43524127,8.1,0,0.204776755,0.675024248,0.515,82.5116184,231.9482076,30.42197292,3.66606339,0.110064525,0.116431112,0.085,276.4,0.085,0.029685105,12.77823817,7.375044768,0.33107597,0.070940074,0.028295203,0.000511475,0.878098251,0.04823112,2.983580883,2.840646065,106555,0.408848294,53.11742868,36.51664547,5.632311587,9.875963307,8.191768603,,1504.749811,0.659231095,0.164831956,0.91661706,1153526,0.224222948,0.16272195,0.087382512,0.010150617,0.183019715,0.005956519,0.260436262,0.426859039,0.064392525,0.510902225,0.007927361
CA,Del Norte County,8783.355092,0.226300881,5.204598133,5.1648304,0.058908046,0.191924356,0.339,6.3,0.328,0.890702552,0.211801791,0.22,324,38.36930456,0.073285454,0.000610896,0.000791026,0.004278729,2997,0.29,0.38,0.800549786,0.420615345,0.057370271,0.258,5.036761535,0.298932384,3.593502947,609.1092007,104.4204664,5.8,1,0.201858544,0.75277212,0.098,76.44515457,480.0699029,,,0.160169244,0.160223789,0.169,114.4,0.167,0.140013097,16.84514499,22.7992269,0.358247857,0.091135104,0.030682008,0.000791026,0.873019608,0.193284193,2.461057535,2.154773244,48979,0.671120488,51.48890535,21.0114766,9.326956459,16.21220007,14.50284256,,98.60033407,0.630769231,0.150647437,0.797285068,27812,0.2093341,0.184201064,0.032971379,0.096792751,0.03095786,0.001941608,0.201208112,0.61973249,0.016523514,0.453976701,0.336735407
CA,El Dorado County,4818.884489,0.132978004,3.661258968,4.093850555,0.066342605,0.134679375,0.256,8.5,0.182,0.895812392,0.235596575,0.257575758,236.5,8.918763404,0.057073709,0.000786667,0.00078302,0.003458772,3131,0.41,0.48,0.934108357,0.69454817,0.035176371,0.091,4.789875892,0.170170567,5.611554558,217.5839457,72.46030862,8.3,0,0.183373724,0.769257498,0.399,82.32291557,236.2391058,23.10383524,2.421307506,0.110117081,0.125443642,0.08,125.6,0.091,0.060570052,17.11766473,13.00281702,0.303991797,0.067969285,0.026830785,0.000471887,0.919276617,0.035762635,3.075291219,2.875828658,86202,0.304162184,55.11534725,27.36429775,2.753537722,17.60582011,10.92739647,,212.2015733,0.757319582,0.159541776,0.872136275,192843,0.19757523,0.219370161,0.008794719,0.013347646,0.048313913,0.002260907,0.13159928,0.772146254,0.015826074,0.501366397,0.346999304
CA,Fresno County,7008.196876,0.248720653,4.701241201,4.67192043,0.075962024,0.157373126,0.33,7.4,0.227,0.784911602,0.185624534,0.270106222,720.6,30.48981396,0.088317853,0.000669751,0.000620558,0.003739362,3839,0.38,0.44,0.759604196,0.556314343,0.072473156,0.29,5.095762322,0.279009922,5.289621883,541.7792157,61.54896819,14.4,1,0.268201773,0.785131758,0.25,78.88686734,350.6463418,48.4080416,6.662651161,0.154315549,0.144151258,0.097,251.3,0.152,0.041619961,12.27053101,14.85687392,0.379658003,0.118610366,0.026197675,0.000813732,0.873263313,0.092303876,2.865603231,2.716984117,56926,0.74315327,47.33010177,22.08157903,6.940011763,11.06833415,9.660696883,,820.2043603,0.533032809,0.194617353,0.801510851,999101,0.282106614,0.125547868,0.046315638,0.029751747,0.111453196,0.002817533,0.537663359,0.286306389,0.116206262,0.500903312,0.108052018
